,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_ident,Densidad_cuarta,pH_ident,Sulfatos_ident,Alcohol_raiz4,CalifProductor_ident,PrecioBotella_raiz4,aleatorio_log,aleatorio2_log,Compra
10,0.5,-0.11,6.1,0.071,0.9978,3.35,0.96,6.8,3,4.23,R,Desc,2.0,6.666666666666667,0.14012049754154687,0.1342195020879976,3.3126281604204064,1.2654750476068983,3.089273264013045,3.140082619470165,109.55760690014986,3.2976505599856414,3.543355564883157,1.1807470760967074,2.2895803629984623,1.2161245502599978,-0.7264794391394173,-0.7651380312477299,0
11,0.6,0.06,50.4,0.069,0.9964,3.3,0.46,3.9,4,4.77,B,Desc,3.0,0.0,0.2758405880072221,0.665816681515866,3.442531225534932,1.289670660209751,4.406408736542187,3.133764746996382,102.35683257262927,3.2223640175202153,3.0032251434070663,1.027542883902381,3.0527404839979497,1.2640435932132843,-0.04864452346044058,0.8362755844826002,0
12,0.76,0.33,-26.0,-0.195,0.9885,3.07,0.56,11.4,1,5.26,M,*,1.0,0.0,0.12846380128404533,0.22178676262626218,3.650376129718173,1.325509268949766,2.1348703595393324,2.2998055804570225,68.13834775383006,2.8760459221792574,3.1112512277022843,1.343549307597475,0.7632601209994871,1.3032526744093322,-0.8134299472973429,-0.26295960567487037,1
13,0.24,0.24,-18.2,-0.182,1.00916,3.19,-1.01,9.8,2,3.06,M,*,3.0,0.0,0.5174095986970905,0.08425206235828764,2.9748801911226392,1.3138869179151011,2.366781345673132,2.340871751536612,182.93600666775265,3.056733624096279,1.4152417042673582,1.2937026255649997,1.5264202419989747,1.086793543076542,0.5806151050542342,-1.2307092496904528,1
14,0.35,0.67,4.2,0.333,0.98345,3.19,1.7,6.2,3,2.52,B,Desc,2.0,0.0,0.45971910762603585,0.1551128448328214,3.1177735627486176,1.3668657388751029,3.0327821263650683,3.967723913535741,51.31088568637617,3.056733624096279,4.342748588667771,1.1537935679583824,2.2895803629984623,1.0072653774901228,0.4623604284248592,-0.620482640243679,1
15,0.17,0.34,15.6,0.044,0.99752,3.06,3.38,9.1,2,1.05,R,**,2.0,0.0,0.6861951584971978,0.6741326079584923,2.8839480455424713,1.3267819217758923,3.371728952252929,3.054791341074094,108.08798168131156,2.860988613686173,6.157586804827437,1.2699557443944587,1.5264202419989747,0.42927457241576644,0.8630119824401414,0.8486876571395291,1
16,-2.05,0.27,13.2,0.036,0.99408,1.95,0.02,13.0,2,2.1,B,****,2.0,0.0,0.5335122640839511,0.44184124159642224,0.0001,1.3177952695356312,3.3003717257502214,3.029519851178962,91.21283137090653,1.1896273709537246,2.527910372508106,1.3883943082366708,1.5264202419989747,0.9290417000549399,0.6112708856617036,0.42622774104794314,1
17,-0.28,-1.2,16.2,0.048,0.9972,3.3,0.52,2.1,1,1.26,R,Desc,3.0,6.666666666666667,0.29258272212941494,0.6676444126520658,2.2993842525271053,1.0616721023808877,3.389568258878606,3.06742708602166,106.42656968473372,3.2223640175202153,3.068040793984197,0.8802316404234802,0.7632601209994871,0.6478544541463276,0.01031018437656,0.839016834355682,0
18,1.17,-0.09,1.5,0.027,0.99,3.3,0.33,12.5,3,1.56,R,**,3.0,0.0,0.6282833872933857,0.13898178498417424,4.182978696687728,1.26839415782779,2.9525052465495225,3.0010894250469384,73.85143250203383,3.2223640175202153,2.8627912338232826,1.3748477480787882,2.2895803629984623,0.7847803060543197,0.7748215534798635,-0.7302770162495111,1
19,1.035,-1.11,6.0,0.073,1.03291,3.37,0.78,9.9,5,1.31,B,Desc,2.0,6.666666666666667,0.6095771511420314,0.8600938293760314,4.007609558783118,1.0833238272068093,3.086300046242099,3.1464004919439477,448.77193109881347,3.3277651769718113,3.3489086131517642,1.2969902165346956,3.8159006049974367,0.6769624724686746,0.744588603860965,1.0922956067042164,0
20,1.65,-2.27,9.2,-0.002,0.9893,3.04,-1.03,9.7,3,3.2,R,*,3.0,6.666666666666667,0.9667176868022946,0.6274606415178913,4.806513409237452,0.1,3.1814430149123756,2.9094802741770844,71.14237971747073,2.8308739967000025,1.3936364874083145,1.2903897782383973,2.2895803629984623,1.104804461415186,1.2058183423450293,0.776944068642175,1
21,0.47,0.3,41.7,-0.058,0.9976,1.33,2.71,9.4,4,3.28,R,Desc,1.0,6.666666666666667,0.9082433255174112,0.2348608834355118,3.2736572408860485,1.321669152862328,4.147738790469873,2.7325798449111596,108.50635641777868,0.25607424438244775,5.433812040049475,1.280295057605777,3.0527404839979497,1.114713357275207,1.143414406538039,-0.20568788552393394,0
22,0.34,0.46,4.7,0.029,1.00111,1.42,1.74,17.3,2,3.91,B,**,2.0,0.0,0.6587686689313781,0.7833744359637016,3.104783256237165,1.3417757119842857,3.047648215219799,3.007407297520721,128.09035718579557,0.39159002082021366,4.385959022385858,1.4912064930751256,1.5264202419989747,1.1848168401155472,0.82221346146235,0.9988672861167253,1
23,0.14,-1.03,7.9,-0.379,1.0241,3.26,-0.38,13.7,2,2.37,B,**,2.0,0.0,0.2716504280008428,0.5847964259884667,2.844977126008114,1.1015360395343257,3.142791183890076,1.7185613128689836,329.1892404656442,3.1621347835478746,2.095806035327233,1.4067177875206442,1.5264202419989747,0.981441246595079,-0.06395978610739789,0.7065293475240498,1
24,1.75,0.36,52.3,0.075,1.02917,3.34,1.85,13.5,4,1.64,MM,*,3.0,0.0,0.6167949681740932,0.9538759585781111,4.936416474351978,1.3293162967029115,4.462899874190164,3.152718364417731,394.60480854409866,3.2825932514925555,4.504787715110599,1.4015555659103363,3.0527404839979497,0.8114140148505935,0.7563625576708687,1.195785372633453,1
25,0.36,0.5,-38.8,-0.291,1.00091,3.87,0.45,8.8,2,3.81,R,*,2.0,0.0,0.9256386000793714,0.4453186510043935,3.13076386926007,1.3466637147498628,1.7542984848582257,1.996547701715437,126.90820945523178,4.0806306016260665,2.9924225349775444,1.259357546981402,1.5264202419989747,1.1745046677430586,1.1623889920484496,0.43406683187926404,1
26,0.19,0.26,54.0,0.039,0.98998,3.32,-0.29,12.1,1,2.9,R,**,1.0,6.666666666666667,0.2943772548918626,0.9811259866639386,2.9099286585653763,1.3164963507494336,4.513444576296249,3.0389966598896363,73.77297416710407,3.2524786345063856,2.1930295111929294,1.363714776888473,0.7632601209994871,1.0650482915013126,0.016427923856962335,1.223952002062185,1
27,0.24,2.32,1.4,-0.356,1.03659,3.11,0.39,9.9,2,2.14,M,*,1.0,0.0,0.23560816812249985,0.2794967246785184,2.9748801911226392,1.5278864468660014,2.9495320287785765,1.7912168463174885,507.3332174244451,2.936275156151598,2.9276068844004133,1.2969902165346956,1.5264202419989747,0.9373736430427867,-0.20638821530785467,-0.031704865731434995,0
28,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2,1.28,B,*,1.0,0.0,0.2533745352507194,0.7781031194866432,3.13076386926007,1.3164963507494336,3.3003717257502214,3.0769038947323346,108.50635641777868,2.770644762727662,4.256327721231597,1.3255115629543157,1.5264202419989747,0.6599624367118698,-0.1336459637281114,0.9921157379167995,1
29,1.63,1.0,1.9,0.846,0.96939,2.28,1.29,4.0,9,3.23,B,Desc,3.0,6.666666666666667,0.2854393674418845,0.05024293256435952,4.780532796214546,1.4037043621195981,2.964398117633307,5.588258203061087,20.538660351488975,1.6865185512255332,3.899841643057377,1.0340667137119608,6.868541088995386,1.1085514819029012,-0.014420149875837635,-1.7474846621836488,0
30,0.42,0.32,2.5,0.601,0.99639,3.32,1.99,15.6,4,1.6,R,Desc,1.0,0.0,0.3864512179912023,0.47035514313575266,3.2087057083287855,1.3242329398165344,2.982237424258984,4.814318825022666,102.30671144231965,3.2524786345063856,4.656024233123905,1.453140640862654,3.0527404839979497,0.7984302699833709,0.2886900010198053,0.488762272990347,0
31,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3,1.0,B,**,2.0,0.0,0.14277059445051854,0.5394393246068669,3.0268414171684497,1.3633655144233991,1.5075214098696956,4.533173499939322,106.42656968473372,4.246260995050003,1.3612286621197494,1.2734302149449546,2.2895803629984623,0.1,-0.7077236644125134,0.6257988658602458,1
32,0.28,0.35,2.1,1.027,0.95511,3.26,2.14,9.2,2,1.32,M,Desc,3.0,0.0,0.7496771528499063,0.9066981370373828,3.0268414171684497,1.3280509229084267,2.9703445531751993,6.160025661938451,6.117693567562142,3.1621347835478746,4.8180633595667315,1.2734302149449546,1.5264202419989747,0.6823544839002994,0.9515106309083954,1.1450624513447691,1
33,0.44,0.22,4.3,-0.923,1.02618,3.26,0.53,11.3,2,1.31,M,*,1.0,6.666666666666667,0.40327627150541545,0.440004928289201,3.234686321351691,1.3112618444695807,3.0357553441360143,0.0001,354.9541952649692,3.1621347835478746,3.078843402413719,1.3405932766239659,1.5264202419989747,0.6769624724686746,0.3313220331555686,0.4220632301733774,1
34,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,16.6,2,1.0,M,*,1.0,6.666666666666667,0.9208748928233206,0.5807957753283745,2.9618898846111867,1.3368336976885702,2.7949247046893766,3.2127381529186696,105.34672643881348,3.508452878888833,3.478539914306026,1.4758879089695398,1.5264202419989747,0.1,1.157228484484034,0.6996649862199545,1
35,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2,3.32,M,*,1.0,0.0,0.8398267920630755,0.7630728442153945,2.9099286585653763,1.3355895904478292,1.8167360580480947,3.061109213547877,97.43511916478002,2.981447081630854,4.288735546520162,1.2937026255649997,1.5264202419989747,1.1195702985698452,1.0650846195636297,0.9726107044072959,1
36,-0.68,2.9,-11.4,0.056,0.99755,4.12,-0.34,9.7,1,1.86,MM,Desc,3.0,0.0,0.681091445133201,0.2022223553778325,1.7797719920690023,1.5740202647027097,2.5689601540974696,3.092698575916792,108.24473016383808,4.457063313953195,2.1390164690453206,1.2903897782383973,0.7632601209994871,0.8736062177655827,0.8555448860917064,-0.35529902621567916,0
37,-0.06,-1.57,-41.4,0.095,0.99977,2.51,0.49,16.7,3,5.42,R,***,3.0,6.666666666666667,0.10136801170201992,0.6116191791066178,2.585170995779062,0.954824355052935,1.676994822813626,3.215897089155561,120.32543975800692,2.032836646566491,3.0356329686956314,1.4781055814496586,2.2895803629984623,1.3153207036750196,-1.050624590491054,0.7513738168651487,1
38,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5,1.13,M,*,1.0,0.0,0.32089242747681956,0.9326326804369326,3.3645893864662164,1.285499315606442,4.3618104699779945,3.2127381529186696,111.6830053355268,4.276375612036173,3.370513830010808,1.2734302149449546,3.8159006049974367,0.544855784224817,0.10271286755924161,1.1732636568649029,1
39,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2,3.1,MM,*,3.0,0.0,0.19819906689820554,0.5098114211231282,2.9748801911226392,1.289670660209751,2.961424899862361,5.695662035115399,33.4094530236841,4.607636398884045,1.3072156199721399,1.366523598088111,1.5264202419989747,1.0920308812598523,-0.37940379760147974,0.5693116982955999,1
40,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2,2.17,B,****,3.0,0.0,0.005489755935224272,0.6155343359403415,2.9748801911226392,1.3862097606012664,3.0981929173258838,3.06742708602166,92.69306771474966,1.9575501041010654,3.1004486192727625,1.3162094572991958,1.5264202419989747,0.943479851317439,-3.9920863310395305,0.7577544967122374,1
41,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2,1.49,M,***,2.0,0.0,0.9915891401515233,0.6612538452771054,2.8839480455424713,1.321669152862328,4.572908931715172,3.023201978705179,79.9997734282461,3.598796729847343,3.0356329686956314,1.1297944644310334,1.5264202419989747,0.7590217104575111,1.2312244847863403,0.8293992195757088,1
42,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2,1.35,B,***,2.0,0.0,0.18073532232515632,0.05308044839495385,2.9748801911226392,1.1081385043354008,4.204229928117849,3.0516324048372026,443.47931287733275,4.306490229022343,2.5819234146557153,1.3034913962715793,1.5264202419989747,0.6978069223406546,-0.471713495691832,-1.6925681096160832,1
43,2.73,0.33,-16.8,0.191,0.99082,4.14,0.58,16.9,2,1.32,R,***,3.0,6.666666666666667,0.6984806418569978,0.19812644505234078,6.20946651247433,1.325509268949766,2.4084063944663776,3.5191549678971463,77.12247482345465,4.487177930939364,3.132856444561328,1.4825112182409732,1.5264202419989747,0.6823544839002994,0.8807611258754163,-0.37575931423392417,1
44,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4,2.65,R,*,2.0,0.0,0.9034730599685002,0.40086413076488214,2.0655587353209595,1.26839415782779,3.0060231664265533,3.2190560253924527,157.77078468804245,3.674083272312769,3.781012950332637,1.5102331491743788,3.0527404839979497,1.028142150896412,1.138147525048544,0.3289044810492302,1
45,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5,2.0,R,Desc,1.0,0.0,0.9610236088248264,0.20083085392585576,4.5467072790084,1.0993086044878901,2.9554784643204686,3.0579502773109857,97.14557398186066,4.562464473404791,1.3288208368311836,1.185064101158256,3.8159006049974367,0.9071696117745075,1.1999099150462897,-0.36220314085544003,1
46,0.04,-0.22,-9.7,0.628,0.99413,3.04,-1.17,11.0,4,4.63,M,Desc,3.0,6.666666666666667,0.590808863854065,0.7914527102652794,2.715074060893588,1.2490471733543387,2.6195048562035543,4.899610103418738,91.4429413218117,2.8308739967000025,1.2423999693950094,1.3316058335890684,3.0527404839979497,1.2521418597967893,0.7133080033522641,1.009126356014338,0
47,-0.88,0.26,6.8,0.298,0.96461,3.02,0.32,5.6,1,1.39,R,Desc,1.0,6.666666666666667,0.14226283997415057,0.7086483317162434,1.519965861839951,1.3164963507494336,3.110085788409668,3.8571611452445382,14.243187869685656,2.800759379713832,2.8519886253937607,1.1248065957894833,0.7632601209994871,0.7169348922353066,-0.711290103626157,0.8986187063421174,1
48,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3,3.66,MB,***,2.0,0.0,0.8677608568380544,0.3988353298784817,2.9099286585653763,1.1776610550470497,3.2884788546664367,3.0832217672061177,109.45213954627584,4.306490229022343,4.547998148828686,0.9373009855894572,2.2895803629984623,1.1585076289429292,1.0978107283313507,0.3238308268301328,1
49,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4,1.46,B,*,1.0,0.0,0.804524144087049,0.06503647729399575,3.76079373506552,1.2826956956750994,2.146763230623117,3.4591351793962075,180.7759588437681,3.2524786345063856,3.0464355771251532,1.3316058335890684,3.0527404839979497,0.7471310224021734,1.022132274574805,-1.4895007737309154,1
50,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3,1.95,M,***,2.0,0.0,0.10674349121642601,0.44202825817248625,2.896938352053924,1.3229529095009709,3.862309884459043,3.5981283738194345,11.921836374703233,4.035458676146811,2.2794503786291043,1.3255115629543157,2.2895803629984623,0.8956126909045615,-0.9988806450107226,0.4266508979527552,1
51,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1,2.09,M,Desc,1.0,0.0,0.7460819575034461,0.6208552688551696,1.584917394397214,1.215752973616045,2.979264206488038,2.48302388219673,82.0187931772377,3.14707747505479,2.6899494989509334,1.3130644755816316,0.7632601209994871,0.9269232904549574,0.9467024953604454,0.7663614697547748,1
52,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2,1.98,B,*,1.0,0.0,0.5925744474328545,0.05303427309831121,3.221696014840238,1.3280509229084267,3.541202365196859,4.460517966490817,3.6341494273256196,3.3277651769718113,3.0464355771251532,1.4317130458630076,1.5264202419989747,0.9026000223898583,0.7162927030506099,-1.6934380573361183,1
53,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3,2.02,M,Desc,3.0,0.0,0.428225750475585,0.31360622842330566,2.9748801911226392,1.3229529095009709,3.2973985079792754,3.073744958495443,3.3826352162424267,2.8459313051930875,3.078843402413719,1.3130644755816316,2.2895803629984623,0.9116711726183807,0.3913718407694185,0.08343458249480407,1
54,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0,1.13,M,***,2.0,0.0,0.9368094654324913,0.8226994165441709,3.6828518959968046,1.3783430439213527,2.7443800025832923,1.2068136424925582,73.1085996592546,4.050515984639897,1.8041356077301438,1.334621852059151,0.0001,0.544855784224817,1.1743869170240204,1.0478461281828433,1
55,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3,4.02,R,**,3.0,0.0,0.08649342506728175,0.1858578080154769,2.8579674325195663,1.4467549754204392,4.04962260402865,3.0358377236527447,181.62225466726525,5.360501823538301,2.9708173181185007,1.3775891562720781,2.2895803629984623,1.1958577051267967,-1.2095625592000787,-0.43967588628420895,1
56,-0.2,1.73,2.0,0.124,0.99516,2.69,0.45,16.0,5,2.89,R,Desc,3.0,6.666666666666667,0.6267817544247299,0.14258186182166754,2.403306704618726,1.4762271854584643,2.9673713354042532,3.307506240025415,96.28080941890887,2.3038681994420234,2.9924225349775444,1.462367189157615,3.8159006049974367,1.0636442471121323,0.7724280776580482,-0.7047073876390443,0
57,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2,2.03,M,**,2.0,6.666666666666667,0.4649302933041696,0.728832188624311,2.013597509275149,1.3368336976885702,4.01097077300635,3.0042483612838295,28.56687349607455,4.788324100801066,5.055720745016211,1.3405932766239659,1.5264202419989747,0.9138971713181608,0.4736358195381765,0.9267020043061955,1
58,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3,4.09,M,Desc,2.0,0.0,0.6817686581274932,0.6624104841247179,2.1175199613667695,1.4780689808794165,3.022375864166757,4.640577331993633,7.408684553859079,1.3402004558845755,4.56960336568773,1.3551825021474233,2.2895803629984623,1.2027275799414452,0.8565389112195291,0.831146796535773,1
59,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2,1.8,M,***,2.0,0.0,0.05612823917347931,0.5856449357370987,4.481755746451137,1.467852588225182,3.377675387794821,3.0958575121536835,386.5300993798453,1.2950285304053204,4.3643538055268145,1.2734302149449546,1.5264202419989747,0.8579559656498614,-1.6429096925709847,0.7079791931017054,1
60,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3,2.75,R,**,1.0,0.0,0.4687613332261886,0.6381345792061608,3.5984149036723627,1.3478774364170891,3.0952196995549373,2.653606438988872,6.057320912829281,3.839713665736705,3.6189738238898097,1.343549307597475,2.2895803629984623,1.0433767026879346,0.48184466120715336,0.7938117658261189,1
61,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3,1.14,M,Desc,1.0,0.0,0.5237670644541341,0.17211807238606136,4.0141047120388444,1.3072944244498816,4.195310274805011,3.073744958495443,235.63959176208877,2.9061605391654277,5.628258991780868,1.3464859550832595,2.2895803629984623,0.5550331677118048,0.5928307715082277,-0.5164681163798135,1
62,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3,1.56,R,**,2.0,0.0,0.35231635825911445,0.972491990301214,2.9099286585653763,1.414314857133928,3.2409073703312985,3.10849325710125,41.60420257979218,2.7555874542345773,2.095806035327233,1.276876476454989,2.2895803629984623,0.7847803060543197,0.19617714955417903,1.2151131522264145,1
63,1.7,-1.03,3.4,0.048,0.9944,4.25,0.41,9.4,3,1.0,R,**,2.0,0.0,0.43771029402826256,0.03867267268886965,4.871464941794715,1.1015360395343257,3.0089963841974994,3.06742708602166,92.69306771474966,4.652808324363301,2.949212101259457,1.280295057605777,2.2895803629984623,0.1,0.413286003651595,-2.0090970248609463,0
64,0.47,-0.86,-58.1,0.174,0.99514,2.24,0.61,10.9,3,2.75,M,Desc,2.0,6.666666666666667,0.22139141886871727,0.42908937297003336,3.2736572408860485,1.1374889292150085,1.1804674550656196,3.4654530518699906,96.1850821213965,1.6262893172531934,3.1652642698498936,1.328569181359755,2.2895803629984623,1.0433767026879346,-0.2686660072820754,0.39694373595232946,0
65,0.22,1.22,-50.4,0.26,1.03038,2.62,2.1,11.0,1,3.01,M,Desc,2.0,0.0,0.6911879228900173,0.6361942795491512,2.9488995780997342,1.4267401791668346,1.4094052234284729,3.737121568242661,411.5599608491889,2.198467039990428,4.774852925848645,1.3316058335890684,0.7632601209994871,1.0801385154188166,0.8702631938884845,0.7907666530305889,0
66,0.39,0.1,1.7,0.075,0.99581,3.09,0.43,9.7,4,5.21,M,Desc,3.0,0.0,0.36463275365007763,0.422233115537881,3.169734788794428,1.2951702490836459,2.9584516820914146,3.152718364417731,99.43103803282541,2.9061605391654277,2.9708173181185007,1.2903897782383973,3.0527404839979497,1.2994117623309551,0.23055236854127228,0.38083686846857984,0
67,0.22,1.87,59.8,0.231,1.03646,4.23,0.42,8.7,2,1.0,B,**,3.0,6.666666666666667,0.6650128470747375,0.4159399244238937,2.9488995780997342,1.4889777529937573,4.6858912070111245,3.645512417372807,505.17183650297,4.622693707377131,2.960014709688979,1.2557646223122634,1.5264202419989747,0.1,0.8316494688532847,0.3658208862266548,1
68,-0.73,1.41,4.0,0.595,0.99787,3.47,1.59,7.4,5,1.0,B,**,1.0,13.333333333333334,0.6863822232872722,0.7640454837284117,1.7148204595117393,1.4457738138395921,3.026835690823176,4.795365207601317,109.92734297325745,3.4783382619026626,4.223919895943031,1.2059717308546125,3.8159006049974367,0.1,0.8632846150979497,0.9738844931146324,1
69,0.29,0.38,1.2,-0.65,1.03069,3.28,0.36,18.2,1,1.3,M,**,2.0,0.0,0.23673423533857385,0.9686892127127044,3.039831723679902,1.3318362584320123,2.943585593236684,0.8624895926713834,415.9903847741265,3.192249400534045,2.8951990591118477,1.5102331491743788,0.7632601209994871,0.6714384500909786,-0.20161723601147766,1.211195227801739,1
70,0.38,0.26,3.6,0.035,0.97228,3.18,0.47,13.6,2,1.27,M,Desc,2.0,6.666666666666667,0.20268222331582497,0.3498595711364607,3.1567444822829756,1.3164963507494336,3.0149428197393915,3.0263609149420705,25.238922939186978,3.0416763156031945,3.014027751836588,1.4041437936360153,1.5264202419989747,0.6539925036819583,-0.35702000907872017,0.19282138112070282,1
71,1.25,1.3,35.15,0.031,0.99296,3.92,-1.05,5.3,2,3.95,MM,**,1.0,0.0,0.023309246597788547,0.189152530319886,4.286901148779348,1.4348467896885388,3.9529930264729005,3.0137251699945042,86.17123919826706,4.155917144091492,1.3720312705492708,1.1094307498117388,1.5264202419989747,1.1888673505546596,-2.5253879547132745,-0.42210602346415643,1
72,2.01,1.18,-38.7,-0.286,1.00364,2.53,0.74,17.4,4,1.0,B,Desc,1.0,0.0,0.33747832651155396,0.10209047652013492,5.2741644436497435,1.4226345089867254,1.7572717026291718,2.0123423828998948,143.76878730206036,2.062951263552661,3.3056981794336773,1.4933567169743889,3.0527404839979497,0.1,0.1531306429033755,-1.0387061583358923,1
73,0.52,0.36,1.5,1.027,0.98976,4.31,1.29,18.3,1,1.04,R,***,1.0,6.666666666666667,0.6414757109625465,0.3282462233676333,3.3386087734433114,1.3293162967029115,2.9525052465495225,6.160025661938451,72.91405222675701,4.743152175321811,3.899841643057377,1.5123033448182344,0.7632601209994871,0.40605752594820366,0.795606349437014,0.12905747078041335,1
74,0.25,0.28,7.7,0.871,1.045,1.85,0.4,9.4,2,3.49,R,***,3.0,6.666666666666667,0.09434476231710354,0.9741951719233345,2.9878704976340917,1.319090358701851,3.1368447483481834,5.667231608983375,662.5579857695077,1.0390542860228738,2.938409492829935,1.280295057605777,1.5264202419989747,1.139537803319024,-1.122534096611599,1.2168629408355145,1
