,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_exp,CloruroSodico_cuarta,Densidad_sqr,pH_cuarta,Sulfatos_exp,Alcohol_sqr,CalifProductor_raiz4,PrecioBotella_exp,aleatorio_exp,aleatorio2_sqr,Beneficio
15,1.65,-2.27,9.2,-0.002,0.9893,3.04,-1.03,9.7,3,3.2,R,*,3.0,6.666666666666667,0.8306425875075713,0.45484398657081615,23.29119209763104,1.0001000050001667,24.07478238597506,73.3776172659124,8.619603203449502,64.11703304741917,4.016104740697909,7.482945906758072,1.2927575619426874,4.457111468972439,17.723292342335213,2.481504747004205,604
16,0.34,0.46,4.7,0.029,1.00111,1.42,1.74,17.3,2,3.91,B,**,2.0,0.0,0.061868303349856046,0.3163429179373427,9.71838132959468,24.837293088954297,21.060132844338874,83.76661097430481,11.565950844746157,0.023475663740563115,79.47935988444452,23.801668066448755,1.1681435511224132,7.219493740998546,1.2382209795302253,1.1992463489970855,828
17,0.14,-1.03,7.9,-0.379,1.0241,3.26,-0.38,13.7,2,2.37,B,**,2.0,0.0,0.6330245324138823,0.3000116288740423,8.159976502914683,4.302267740204514,23.162080177589836,8.932269464310098,18.54154836689634,99.81889734170264,8.09144325268598,14.926603638517973,1.1681435511224132,2.536294605042579,8.942374952027953,1.0784429531992201,806
18,1.75,0.36,52.3,0.075,1.02917,3.34,1.85,13.5,4,1.64,MM,*,3.0,0.0,0.2612136998622855,0.2054461974103351,24.567161950816573,22.080206604480747,86.70484457691886,101.16788482532615,20.300389875037272,115.92031342558154,89.48245858711518,14.493982627781454,1.3891552966007206,1.5447078649496067,2.4688033802968037,0.5049895274041902,199
19,0.36,0.5,-38.8,-0.291,1.00091,3.87,0.45,8.8,2,3.81,R,*,2.0,0.0,0.9340501106252088,0.25807111700903584,9.881707349027474,26.034228598488962,5.7785058283137465,16.271235798032393,11.512455952743267,276.82185954995174,19.792140232883938,6.158823084868661,1.1681435511224132,6.745377919548386,25.351482936895913,0.7975826755534386,531
20,0.19,0.26,54.0,0.039,0.98998,3.32,-0.29,12.1,1,2.9,R,**,1.0,6.666666666666667,0.7518749371545276,0.9577753803962968,8.536818271917417,19.629173032280775,91.19955735022941,87.34194176944646,8.777518002966245,111.72466653769337,8.915565501853658,11.643768971168837,0.982300912828181,3.6353993308391783,13.493607972672832,11.015257841276526,433
21,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2,1.28,B,*,1.0,0.0,0.3754346548782861,0.658651468241962,9.881707349027474,19.629173032280775,27.114895690467147,91.78203487803432,10.645123449895559,58.83214015716689,69.83779048966315,9.276270709263374,1.1681435511224132,1.2096081674722217,3.6660803236158275,5.206941752049999,583
22,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3,1.0,B,**,2.0,0.0,0.3773427763457745,0.4935099194834449,9.236569311403342,30.696318692092238,4.5149298020020865,432.42563162064727,10.542610042225208,324.57718562379057,3.888338480331683,6.73141734730674,1.2927575619426874,1.0001000050001667,3.690375631866218,2.9218181081705326,604
23,0.28,0.35,2.1,1.027,0.95511,3.26,2.14,9.2,2,1.32,M,Desc,3.0,0.0,0.918138270758709,0.5856852555293679,9.236569311403342,21.821923041342732,19.493574725565857,1474.4573293442702,2.5276484207661194,99.81889734170264,122.3114910003889,6.73141734730674,1.1681435511224132,1.2429249146508805,23.992864923700637,4.116440094938621,511
24,0.44,0.22,4.3,-0.923,1.02618,3.26,0.53,11.3,2,1.31,M,*,1.0,6.666666666666667,0.003839772884922099,0.8857957814503028,10.548621493603738,18.726712867722608,20.81117252476762,1.0000000000000002e-16,19.25348466119695,99.81889734170264,21.574231735881558,10.155037424816861,1.1681435511224132,1.234510669786763,1.0128852704110156,9.421053897716584,591
25,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,16.6,2,1.0,M,*,1.0,6.666666666666667,0.5137783334760045,0.7033009609382397,8.84441621719989,23.695387234266697,16.35740002411787,109.09460979313889,10.48898905714864,151.2703626561852,32.14454416329706,21.914527683796493,1.1681435511224132,1.0001000050001667,5.918104656503063,5.937363600861975,285
26,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2,3.32,M,*,1.0,0.0,0.965105306318787,0.30837897683083537,8.536818271917417,23.41821007037371,6.150769877266462,89.91191598519664,10.0874376752601,78.88595382858382,72.1325787053082,7.638023049502171,1.1681435511224132,4.835640927373467,28.228680454714013,1.1395356950949391,436
27,-0.06,-1.57,-41.4,0.095,0.99977,2.51,0.49,16.7,3,5.42,R,***,3.0,6.666666666666667,0.7560849071751807,0.3231094258488346,6.737672344685519,2.2790367864100087,5.348671634644096,109.52431377041428,11.20990283580948,17.049089703314174,20.663983641430388,22.179347736178695,1.2927575619426874,20.13555725372326,13.691694446643588,1.2511771580703972,623
28,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5,1.13,M,*,1.0,0.0,0.870222882984449,0.5969051211555885,11.412886824725508,14.975088778189058,78.36905887016319,109.09460979313889,10.799823556484586,333.8832474264201,28.860513006345634,6.73141734730674,1.4688509189044232,1.0924310216703395,20.32581289667622,4.275797137246491,334
29,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2,3.1,MM,*,3.0,0.0,0.8353147549130399,0.7052777535118483,8.922166332698326,15.513141168454158,19.320487017572443,1077.6530333760643,5.906873841871125,449.99123319457954,3.684363327090916,11.83701756074358,1.1681435511224132,4.16440575563325,18.012266390136464,5.970809860309627,186
30,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2,2.17,B,****,3.0,0.0,0.6479976364382596,0.2567669286021833,8.922166332698326,38.840834652261144,22.151874010186784,90.65649989679405,9.838904115113808,14.660298703671666,22.04428333142317,8.768096403346602,1.1681435511224132,2.214107906634743,9.418090845313333,0.7895269121974473,1155
31,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2,1.49,M,***,2.0,0.0,0.6055590755138419,0.045874762662327484,8.38506080930294,20.57512370979586,96.78666251082272,85.54026723429125,9.140447690328422,167.46363899793437,20.663983641430388,2.584051297041288,1.1681435511224132,1.3950689458517238,8.131344188186006,0.02477405575843276,361
32,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2,1.35,B,***,2.0,0.0,0.8814526546646776,0.18872341511619672,8.922166332698326,4.456847487641403,66.94440007125489,88.80365175360389,21.520872830863603,343.3880021781459,13.141365810890763,8.112797339442121,1.1681435511224132,1.2685133170742673,21.13150059610711,0.4259505484186757,893
33,2.73,0.33,-16.8,0.191,0.99082,4.14,0.58,16.9,2,1.32,R,***,3.0,6.666666666666667,0.10494509182280143,0.17181602004464613,38.87227835563933,21.31438440173779,11.113892173948912,157.056373267864,8.974568255436484,404.74772447107273,22.768632731033364,22.713759271796928,1.1681435511224132,1.2429249146508805,1.4373355792256282,0.352873475177516,517
34,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4,2.65,R,*,2.0,0.0,0.8738305960775458,0.17695311059899876,4.30136603357969,13.003134370846709,20.201571621674415,109.95528589425776,12.836198687543769,181.92284379139528,43.46666311816526,26.342505756065023,1.3891552966007206,3.0676158924474,20.581244082538817,0.37435020583188167,356
35,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5,2.0,R,Desc,1.0,0.0,0.5293467893455753,0.35269246481061645,20.84132789259809,4.251941895821869,19.205949881316705,89.54134872678975,10.072438242113483,432.6027086785224,3.7646369090963296,3.786519552141796,1.4688509189044232,1.972640770956078,6.245794198770636,1.4911429229622595,363
36,-0.88,0.26,6.8,0.298,0.96461,3.02,0.32,5.6,1,1.39,R,Desc,1.0,6.666666666666667,0.48116119660035905,0.7307317851860099,2.3291577845994014,19.629173032280775,22.416872900860284,226.65909827477356,3.856794697454821,61.43197212623733,17.20475795036307,2.4941837092995454,0.982300912828181,1.3034525135960993,5.28624477018828,6.409870839138756,513
37,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3,3.66,MB,***,2.0,0.0,0.11648860384503557,0.36826571087047066,8.536818271917417,6.727934051772959,26.79435957865176,92.53819204165904,10.691416302491735,343.3880021781459,93.42415922088945,0.5798811385944987,1.2927575619426874,6.091939762281752,1.4959333913367796,1.6259195683098941,837
38,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4,1.46,B,*,1.0,0.0,0.9698470671111561,0.07351736062859071,14.259044023026764,14.626795175831194,8.555510520059652,146.61288149943442,13.740213586623979,111.72466653769337,20.887880386218058,9.623005964630936,1.3891552966007206,1.3669276680942637,28.695854512032128,0.06412728125622584,338
39,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3,1.95,M,***,2.0,0.0,0.8176898658380067,0.07597034619887488,8.460769414774614,20.81865019706756,47.55905825296831,171.63609316701812,3.528535381168294,264.76640038394225,9.718326261343131,9.276270709263374,1.2927575619426874,1.9067676546841947,16.946178171871587,0.06850681295455321,457
40,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1,2.09,M,Desc,1.0,0.0,0.23534478039711015,0.8127642255681599,2.532471201327324,8.715738879926072,19.66821308570541,38.924716929660136,9.255071503898924,97.93118204822355,14.636718813048857,8.601885921943568,0.982300912828181,2.09699993385935,2.257335680015612,7.930845990663973,410
41,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2,1.98,B,*,1.0,0.0,0.9197304553803924,0.5860530089590492,10.464066344682761,21.821923041342732,34.497705709549116,405.36218435283257,1.9481577203049645,122.4339746115906,20.887880386218058,17.18513730927718,1.1681435511224132,1.9460227516742343,24.125467581919956,4.1216153692201445,585
42,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3,2.02,M,Desc,3.0,0.0,0.16436258665432135,0.38678792790824545,8.922166332698326,20.81865019706756,27.034403956539443,91.40569883152874,1.8795344674464023,65.4920994181406,21.574231735881558,8.601885921943568,1.2927575619426874,1.9996228758838268,1.7655669687735003,1.7938085128581718,407
43,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0,1.13,M,***,2.0,0.0,0.5988498567965199,0.4101096081752733,13.67413574848392,35.769903072841295,15.551235861015511,2.172012312564466,8.737904918797486,268.74021164089226,6.04863370837518,9.798759307741634,0.1,1.0924310216703395,7.944671752842189,2.0169305162657016,595
44,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3,4.02,R,**,3.0,0.0,0.8775455166837859,0.40242485431515695,8.234664353372976,76.85552692430467,57.35549281514609,86.97935133319109,13.772338187939187,824.352655753703,19.370111221743944,12.625916688555327,1.2927575619426874,7.779599639493971,20.84762058941332,1.9419649516320214,714
45,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2,2.03,M,**,2.0,6.666666666666667,0.27013966498474606,0.6432807979203539,4.087677549528291,23.695387234266697,55.181081262171816,83.41521619274046,5.462033417089458,524.838159169148,155.03664267160588,10.155037424816861,1.1681435511224132,2.0132520140722256,2.546275916880408,4.966581584858048,472
46,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3,4.09,M,Desc,2.0,0.0,0.8744613106579194,0.877872983504393,4.520498544369123,113.32059117115271,20.534608304744648,474.8868301322396,2.781591728861679,3.2208487728573547,95.4596511745091,11.073566064152269,1.2927575619426874,8.158448338545055,20.626228076063484,9.253188957383557,163
47,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2,1.8,M,***,2.0,0.0,0.8285798401621615,0.8827244102503073,20.250127570785292,99.56291173437498,29.293924451563285,94.06451351462567,20.09161512805626,2.8080745661014905,77.78461665489009,6.73141734730674,1.1681435511224132,1.7220552846031012,17.597190868095186,9.355799863017813,264
48,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3,2.75,R,**,1.0,0.0,0.7627307381424747,0.5300364507427991,13.054307841868711,26.34236887160916,22.086115219550724,50.77476850934613,2.515145399460964,217.0134304581567,36.97868506128449,10.335562198781389,1.2927575619426874,3.2832309767448025,14.01032758696706,3.370781477854503,951
49,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3,1.14,M,Desc,1.0,0.0,0.9708817393356186,0.8195118058081321,16.244590987024964,18.07720207484877,66.34998612027587,91.40569883152874,15.68726720593386,71.21470279302845,274.4678290141355,10.517677449697194,1.2927575619426874,1.099876872353088,28.798817054880264,8.063154323905628,397
50,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3,1.56,R,**,2.0,0.0,0.5147911211790123,0.11134715394275985,8.536818271917417,52.74138015267901,25.549661703560954,95.60963889940733,6.591611983595975,57.563614595320765,8.09144325268598,6.878542105294454,1.2927575619426874,1.4630056109391405,5.9388892678469665,0.14775426811815204,532
51,0.22,1.87,59.8,0.231,1.03646,4.23,0.42,8.7,2,1.0,B,**,3.0,6.666666666666667,0.036994227488097775,0.02548139072837663,8.76700635337258,130.5059122506305,108.36244707525795,180.85742182105355,22.96903608380377,455.90223993915936,19.162483412290136,6.019650711637333,1.1681435511224132,1.0001000050001667,1.136065604330119,0.0075159676261929214,747
52,-0.73,1.41,4.0,0.595,0.99787,3.47,1.59,7.4,5,1.0,B,**,1.0,13.333333333333334,0.1411829927761441,0.00787795474523778,2.9646169101177,75.95650819244048,20.62638557811061,541.4879886223347,10.714600393590718,146.14316629591087,67.61600746874677,4.355143262196278,1.4688509189044232,1.0001000050001667,1.6294343546006822,0.0006586514222615274,923
53,0.29,0.38,1.2,-0.65,1.03069,3.28,0.36,18.2,1,1.3,M,**,2.0,0.0,0.3275789502561832,0.2803629392627718,9.316020685257413,22.605981020997355,18.978908605961816,0.5666521646375348,20.843221373860978,103.67606716815675,17.962627217565384,26.342505756065023,0.982300912828181,1.2261533869448875,3.106400990259855,0.9415981106481326,574
54,0.38,0.26,3.6,0.035,0.97228,3.18,0.47,13.6,2,1.27,M,Desc,2.0,6.666666666666667,0.13964557141018252,0.1514161603754527,10.046394375144779,19.629173032280775,20.38255275981447,85.89835130851,5.134029894101002,85.45613437690317,20.223364260211756,14.709497894674074,1.1681435511224132,1.2014194674222218,1.6207855920405978,0.27384913698228397,770
55,1.25,1.3,35.15,0.031,0.99296,3.92,-1.05,5.3,2,3.95,MM,**,1.0,0.0,0.4123303466863292,0.806488453434195,18.527564356015972,66.73501296329634,52.07304713084413,84.47273000729884,9.486461839712383,297.82337094010904,3.9304690948097836,2.2341238077819816,1.1681435511224132,7.41834329756975,4.165523286169771,7.80877139571689,353
56,2.01,1.18,-38.7,-0.286,1.00364,2.53,0.74,17.4,4,1.0,B,Desc,1.0,0.0,0.16720992291828596,0.4622725907103493,28.043921351186437,57.94719174325176,5.79571064460561,16.79226487707739,12.253366866987067,18.082028207834387,27.05341605713765,24.077621457489887,1.3891552966007206,1.0001000050001667,1.7830551374295724,2.5633097464779957,690
57,0.52,0.36,1.5,1.027,0.98976,4.31,1.29,18.3,1,1.04,R,***,1.0,6.666666666666667,0.15571059630624873,0.7665461360858157,11.237311745132136,22.080206604480747,19.14893619314606,1474.4573293442702,8.726271061598894,505.3118517547032,48.937282434663324,26.632773439667663,0.982300912828181,1.027646180626276,1.713472424076003,7.054013728256464,878
58,0.25,0.28,7.7,0.871,1.045,1.85,0.4,9.4,2,3.49,R,***,3.0,6.666666666666667,0.3665225515470849,0.4886810342634097,9.00025669986789,20.096583377782547,23.024769025399205,1056.296779659302,26.304809693310993,1.1637086341395972,18.753880611869455,7.027257340233444,1.1681435511224132,5.427562366438863,3.554707383883082,2.8648645629571785,465
59,-0.93,0.53,-97.8,-0.024,1.00314,2.94,0.35,9.4,2,1.62,M,Desc,3.0,6.666666666666667,0.13607504225776623,0.7471214807551247,2.134350659649656,26.96963399965941,1.0001000050001667,66.61396795468207,12.115940656481717,51.5258872296296,17.77008619916215,7.027257340233444,1.1681435511224132,1.5238641997778095,1.6008762757001853,6.70082279889232,241
60,0.24,1.27,10.3,0.18,0.96793,3.19,-0.66,8.1,4,3.49,R,Desc,3.0,13.333333333333334,0.24027141388307238,0.11514143342639571,8.922166332698326,64.42039899508917,24.875103782231015,150.94451639629014,4.38726771486369,87.16088593985225,5.983798532537438,5.218016488226184,1.3891552966007206,5.427562366438863,2.2961627172748926,0.15804028052666375,683
61,2.73,1.59,4.9,0.028,0.9922,3.68,0.49,16.8,1,1.99,M,****,1.0,0.0,0.9871289799100703,0.3495013216490729,38.87227835563933,93.87436762384453,21.1857276376223,83.41521619274046,9.303042225105557,206.98009996871238,20.663983641430388,22.445758265512183,0.982300912828181,1.9592865592252529,30.464926679208183,1.4642453330188283,708
62,-0.74,0.15,1.1,0.414,0.97401,2.77,0.4,11.4,1,2.88,R,**,2.0,0.0,0.5603966983445026,0.47088334936651177,2.91987120671859,17.246094481452428,18.922568899580927,325.8608946250242,5.447321504942269,34.48703199386426,18.753880611869455,10.335562198781389,0.982300912828181,3.5863447179009196,6.954516330112731,2.6597928969891638,720
63,0.38,1.51,73.7,-0.271,1.01893,4.02,1.98,12.1,3,1.92,R,***,3.0,0.0,0.6906631639611268,0.34856888724062374,10.046394375144779,85.44096030362157,163.8125429750246,18.430620440987695,16.83007351094681,343.3880021781459,102.93951091023858,11.643768971168837,1.2927575619426874,1.8683044100187864,10.917032897496796,1.45643222164544,678
64,0.63,0.32,6.4,0.034,0.9924,3.23,-0.25,11.8,3,4.54,R,Desc,1.0,0.0,0.38954850373522865,0.5174334830120806,12.219817140616463,21.065059055830158,22.151874010186784,85.54026723429125,9.351136945656666,94.2362004929252,9.3082959961203,11.073566064152269,1.2927575619426874,11.075405268867481,3.849640758030563,3.212248882773527,766
65,0.13,1.27,-15.1,0.04,0.9955,4.23,0.41,9.0,3,1.91,M,**,2.0,0.0,0.16578859445218563,0.4529645555813492,8.085628904127518,64.42039899508917,11.690027836946713,87.70566467284404,10.112461530373405,455.90223993915936,18.957081160901797,6.441939262185147,1.2927575619426874,1.8556565254995319,1.774303876945947,2.4610184194036173,382
66,0.34,-0.95,-21.0,0.028,0.98958,3.2,1.77,13.2,3,4.52,M,Desc,1.0,0.0,0.6082547080158798,0.6858211464116654,9.71838132959468,4.726920929083314,9.80930713396694,83.41521619274046,8.684453345344735,88.891017065508,82.0909588077643,13.856979688811254,1.2927575619426874,10.925958215282519,8.207574938054584,5.645702529974645,500
67,0.53,0.38,-40.3,-0.006,0.99062,2.88,0.6,18.3,4,2.54,B,***,1.0,6.666666666666667,0.4218058502233567,0.23324814189935228,11.324929159093257,22.605981020997355,5.526478282368844,72.1111938966912,8.92745312970668,44.92225190980415,23.264707505539622,26.632773439667663,1.3891552966007206,2.8467575147288953,4.304420400102361,0.6512723821170813,912
68,1.21,0.34,7.8,-0.399,0.97462,3.21,-0.75,17.5,3,1.19,M,*,2.0,0.0,0.4182132132942332,0.5036068064936069,18.081143728913652,21.566660754236345,23.093322546502122,7.689448642491131,5.560000947415484,90.64677840545983,5.430678093438461,24.355165325482314,1.2927575619426874,1.1378743267987215,4.251220646166104,3.042715727249974,523
69,-0.72,0.15,23.2,0.012,0.99609,2.95,0.44,13.7,3,5.53,R,****,3.0,13.333333333333334,0.6171132546411693,0.5818889668812031,3.009702865187936,17.246094481452428,36.502436805094135,77.94183730758772,10.260733277205931,52.693522440874695,19.57998870345218,14.926603638517973,1.2927575619426874,21.697722800492325,8.463158242989968,4.063206169267056,756
70,0.19,0.29,-51.1,0.042,0.99304,3.99,-0.75,10.3,2,1.88,B,***,3.0,0.0,0.7806545209334852,0.057861330109531206,8.536818271917417,20.334445877429346,4.008717337952665,88.43651730570416,9.50587332701511,329.20555465273833,5.430678093438461,8.437265917491809,1.1681435511224132,1.8182242925896066,14.907136512703763,0.03958299588041741,572
71,1.53,0.32,1.1,0.115,0.99096,2.25,-0.81,8.9,2,2.25,R,Desc,2.0,0.0,0.6933926988629954,0.9790181597944424,21.80494149439717,21.065059055830158,18.922568899580927,118.38803389103356,9.007622623057273,7.24590283071164,5.0906369509741705,6.299585935051266,1.1681435511224132,2.3377558306357527,11.020672552297826,11.509545770584175,719
72,0.16,0.32,-44.9,0.04,1.0458,3.27,0.96,10.0,3,2.43,M,**,2.0,0.0,0.6642632188775023,0.04195863473673722,8.309692455502395,21.065059055830158,4.82010018016092,87.70566467284404,26.628875879345422,101.73377262393706,34.291715062842286,7.952948765844195,1.2927575619426874,2.6418002226477886,9.963592062428642,0.020684390612576008,333
73,-0.56,0.42,2.3,-0.139,0.9972,4.15,-0.65,10.9,3,2.11,M,**,1.0,0.0,0.5420577463982675,0.5065891683146458,3.7773523735850025,23.695387234266697,19.609827149333004,38.53006192028277,10.542610042225208,410.20786530189645,6.04863370837518,9.448843098471515,1.2927575619426874,2.1256830438720526,6.526747974321824,3.078894645944263,472
74,-2.05,-0.24,1.5,-0.415,0.99238,4.05,-0.01,14.5,2,1.77,M,Desc,1.0,0.0,0.9031775997683319,0.5550130745473083,1e-08,10.899243527166563,19.14893619314606,6.7924771721432275,9.346321893631076,358.0238320358894,12.055852470899062,16.720706759515124,1.1681435511224132,1.6873180508471515,22.781945096643437,3.696244115207231,332
75,0.91,-2.16,88.1,0.036,1.04541,3.47,-0.66,9.1,2,2.33,M,Desc,2.0,0.0,0.6863047913512219,0.5835069351916939,14.906517377921043,1.1382945900502708,251.34554769176802,86.25755845215248,26.470645769963852,146.14316629591087,5.983798532537438,6.585883066270305,1.1681435511224132,2.468308932593061,10.75356355359613,4.085851966047512,308
76,0.27,1.26,10.7,-0.432,0.99669,3.13,0.48,16.8,5,2.67,M,**,2.0,0.0,0.35121612243467293,0.18860124149240687,9.157458189220398,63.66684036725246,25.172680181620432,5.927929534920408,10.412624798642653,77.30438341352658,20.442486841079376,22.445758265512183,1.4688509189044232,3.1095752471898903,3.3712638876075705,0.4253978408678101,276
