,month,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,lat,long,bedrooms_cont,log_sqft_lot,prop_missings,year,floors,waterfront,view,condition,basement,yr_renovated,bedrooms_cat,aleatorio,aleatorio2,month_raiz4,bedrooms_raiz4,bathrooms_ident,sqft_living_ident,sqft_lot_log,sqft_above_ident,yr_built_ident,lat_sqr,long_log,bedrooms_cont_raiz4,log_sqft_lot_ident,aleatorio_cuarta,aleatorio2_exp,Luxury
10,11.0,4.0,2.0,2100.0,14595.024668572303,1720.0,1924.0,47.5299,-122.266,4.0,9.312182711559243,10.526315789473683,2014,1.5,0,0,A,1,0,4,0.46659090716248897,0.6821675583153671,1.3380195706801241,1.1682356884109237,2.305524191978368,1.9220609620619722,-0.9856492284223025,1.6592595708554796,0.8209069172573595,7.323779297761027,0.5319904199746954,1.170211635251248,3.3914328521388852,6.642172608121547,10.614253582700504,0
11,7.0,2.0,1.0,550.0,4946.367704744132,550.0,1952.0,47.511,-122.348,2.0,8.474479861442177,10.526315789473683,2014,1.0,0,0,B,0,0,2,0.09805399963612127,0.7280046002171491,1.1776128516592166,0.9823783876237229,1.1528120959891839,0.20007281686193923,-2.1604731511786675,0.22132127611406394,1.7785149873909456,6.602297607232693,0.11180335421653818,0.9840398875625141,2.3959584079660994,0.012890543479655486,12.440400450812602,0
12,12.0,4.0,3.0,2660.0,16729.395915489164,1930.0,1968.0,47.616,-122.218,4.0,9.09816133498964,10.526315789473683,2014,1.0,0,1,B,1,1,4,0.780762599279886,0.29075692078449855,1.3702831869493057,1.1682356884109237,3.458236287967552,2.544198614521339,-0.8433829988010488,1.917351059655221,2.3257195988958523,11.083846542796504,0.7149992590649882,1.170211635251248,3.137103037155032,52.10406980775178,2.736255883287367,1
13,8.0,4.0,1.5,1370.0,9435.032945923444,1070.0,1953.0,47.4718,-122.323,4.0,8.817960713026139,10.526315789473683,2014,1.0,0,0,B,1,0,4,0.5028923930004484,0.5683031396815557,1.223878843633215,1.1682356884109237,1.7291681439837758,1.1110600936774404,-1.447060511506427,0.8604049626658044,1.8127152756100025,5.2251311873329644,0.2595519526266967,1.170211635251248,2.804129885199054,8.964100202988947,7.155211786845557,0
14,7.0,3.0,2.5,1530.0,12399.819088695544,1530.0,1994.0,47.5691,-122.007,3.0,8.923344588968092,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.780885339087299,0.15806055732724256,1.1776128516592166,1.0871706721689194,2.88188023997296,1.288813708665831,-1.1567235460704455,1.4257482238461898,3.214927092591325,8.939425816350072,1.2660963932854927,1.0890094733027216,2.929361589154018,52.13684808290194,1.7280807650985042,0
15,9.0,3.0,1.0,1240.0,10208.238024203838,1240.0,1972.0,47.4579,-122.09,3.0,9.113081788345,10.526315789473683,2014,1.0,0,0,CD,0,0,3,0.5848886031131825,0.02982731867663868,1.2654232491907427,1.0871706721689194,1.1528120959891839,0.9666352814993732,-1.3628512761676965,1.0693361678846425,2.462520751772079,4.775442077675987,1.0837804750760502,1.0890094733027216,3.1548335844590745,16.40490068047584,1.1083692973113366,0
16,8.0,29.0,1.5,1360.0,9633.82011613196,1120.0,2003.0,47.6526,-122.384,28.81655941869442,8.31570956248359,15.789473684210526,2014,2.0,0,0,B,1,0,>6,0.10110656255598482,0.29141412852927273,1.223878843633215,1.9169462945488984,1.7291681439837758,1.099950492740666,-1.4247243658950723,0.9218553171419331,3.522729686562835,12.917320500706362,-0.1486253009938652,1.917144992122457,2.207285568802596,0.014575040927290046,2.7424911494685236,0
17,12.0,3.0,1.0,1010.0,8441.856699545131,1010.0,1974.0,47.3437,-122.078,3.0,9.110333349385485,10.526315789473683,2014,1.0,0,0,A,0,0,3,0.346335574367699,0.04498666075037905,1.3702831869493057,1.0871706721689194,1.1528120959891839,0.7111144599535619,-1.566802855925093,0.7866645372944496,2.530921328210192,1.846779484736323,1.1122850173078578,1.0890094733027216,3.1515675089703934,2.015368669982254,1.1681163925671743,0
18,10.0,5.0,2.5,2500.0,15965.48058204976,1850.0,1979.0,47.7564,-122.144,5.0,9.037238790328333,10.526315789473683,2014,1.0,0,0,B,1,0,5,0.6404402550927784,0.2136976934946816,1.3032372040910134,1.2352555299023709,2.88188023997296,2.3664449995329484,-0.8920087952373833,1.8190304924934149,2.7019227693054755,18.880172646544267,0.9443849738197996,1.2373448560784768,3.064706439392673,23.584957913824297,2.095316147911808,0
19,10.0,3.0,2.5,1500.0,12172.61661688135,1500.0,1992.0,47.3719,-122.091,3.0,8.950455016706286,10.526315789473683,2014,2.0,0,0,CD,0,0,3,0.20772069823824224,0.3838686019424181,1.3032372040910134,1.0871706721689194,2.88188023997296,1.2554849058555078,-1.1762232436455833,1.3888780111605126,3.146526516153212,2.4429975044586203,1.0813680103890713,1.0890094733027216,2.961577950815189,0.2604772988850626,3.7775380296061596,0
20,11.0,3.0,0.0,2180.0,17398.643667161155,2180.0,1984.0,47.6215,-122.031,3.0,9.559433154809057,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.3512856640864779,0.9475192835104441,1.3380195706801241,1.0871706721689194,0.0001,2.0109377695561674,-0.8026434940491314,2.2246028320358655,2.872924210400759,11.350413226120107,1.2167050654486689,1.0890094733027216,3.6852500422453605,2.1331366488450785,26.608055115072343,1
21,5.0,3.0,2.0,1850.0,11701.283725208286,1320.0,1979.0,47.2975,-122.37,3.0,8.824368814240017,10.526315789473683,2014,1.0,0,0,B,1,0,3,0.32896662966932344,0.08256269420876472,1.0641002485603581,1.0871706721689194,2.305524191978368,1.6443209386426119,-1.217930232807511,1.1676567350464486,2.7019227693054755,1.049956305106925,-0.03915310032410659,1.0890094733027216,2.811744877786458,1.640335585027032,1.3304709105067725,0
22,7.0,3.0,2.5,2200.0,17550.137413498946,2200.0,1985.0,47.3139,-122.116,3.0,9.317630961966955,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.18528265339334193,0.40819772020622147,1.1776128516592166,1.0871706721689194,2.88188023997296,2.0331569714297166,-0.793647437876089,2.249182973826317,2.9071244986198153,1.3072242459288457,1.01908355968671,1.0890094733027216,3.397907217178437,0.16482909729165438,4.109632796252641,0
23,7.0,3.0,1.5,1370.0,11229.079266333016,1370.0,1955.0,47.6217,-122.198,3.0,8.90775379100279,10.526315789473683,2014,1.0,0,0,B,0,0,3,0.8387650907669768,0.9410573237573386,1.1776128516592166,1.0871706721689194,1.7291681439837758,1.1110600936774404,-1.261534947228564,1.2291070895225775,1.8811158520481157,11.360166245004267,0.7823616039658647,1.0890094733027216,2.91083444562508,69.40339379441203,26.01917364618672,1
24,7.0,3.0,1.0,1640.0,12511.735449129586,1500.0,1920.0,47.6169,-122.212,3.0,9.329699905483892,15.789473684210526,2014,1.5,0,0,A,1,0,3,0.016152964973532358,0.17935072299074406,1.1776128516592166,1.0871706721689194,1.1528120959891839,1.4110193189703495,-1.1472563020888644,1.3888780111605126,0.684105764381133,11.127249794932029,0.735688650562601,1.0890094733027216,3.4122492059129823,9.194340299210674e-06,1.8603181689785424,1
25,9.0,4.0,2.0,2560.0,13100.470012473625,1350.0,1960.0,47.3326,-122.323,4.0,9.262999464052823,10.526315789473683,2014,1.0,0,0,CD,1,0,4,0.5397022899597319,0.9785419584431911,1.2654232491907427,1.1682356884109237,2.305524191978368,2.433102605153595,-1.0988783075056976,1.2045269477321259,2.052117293143399,1.6349368392361683,0.2595519526266967,1.170211635251248,3.33298651168866,11.892132552700092,29.626154870965404,0
26,6.0,4.0,2.5,3030.0,23887.36811065935,3030.0,2003.0,47.6675,-122.176,4.0,9.187402666028476,10.526315789473683,2014,2.0,0,0,B,0,0,4,0.09512557690754009,0.09113686822953948,1.125144636391203,1.1682356884109237,2.88188023997296,2.955253849181992,-0.47546131923181323,3.269258858130056,3.522729686562835,13.703909536516168,0.8515685490409376,1.170211635251248,3.2431519355212117,0.011416030996689388,1.3705726520549646,1
27,11.0,2.0,1.0,1120.0,7134.379895843832,750.0,1929.0,47.5421,-122.378,2.0,8.781823431585167,10.526315789473683,2014,1.0,0,1,B,1,0,2,0.5025451391444683,0.6470758080875735,1.3380195706801241,0.9823783876237229,1.1528120959891839,0.8333200702580803,-1.7500794071345698,0.46712269401857953,0.9919083583526427,7.809362253367178,-0.10023424158719674,0.9840398875625141,2.761186566871631,8.939358954786083,9.399546067424962,0
28,8.0,4.0,3.0,2840.0,17382.31114230262,1990.0,1974.0,47.7153,-122.257,4.0,8.980541583206673,10.526315789473683,2014,1.0,0,1,CD,1,0,4,0.7431132623958651,0.042879224766750434,1.223878843633215,1.1682356884109237,3.458236287967552,2.7441714313832786,-0.8036182083847451,1.9910914850265755,2.530921328210192,16.384241117133342,0.568953482386916,1.170211635251248,2.997330972378688,42.756125509904926,1.1596215016919504,1
29,11.0,3.0,1.5,1010.0,8485.898417956496,1010.0,1943.0,47.4925,-122.278,3.0,8.806397149931797,10.526315789473683,2014,1.0,0,0,B,0,0,3,0.20702258118812844,0.354472046495114,1.3380195706801241,1.0871706721689194,1.7291681439837758,0.7111144599535619,-1.5611778264290939,0.7866645372944496,1.4707123934194357,5.932309943754008,0.4804799909007154,1.0890094733027216,2.7903884594149737,0.2569906475503098,3.4118708554888855,0
30,10.0,3.0,2.0,1400.0,11464.62279607624,1400.0,1951.0,47.6272,-122.209,3.0,8.857603732402595,10.526315789473683,2014,1.0,0,0,B,0,0,3,0.8862622625800939,0.28631201920142924,1.3032372040910134,1.0871706721689194,2.305524191978368,1.1443888964877635,-1.2395465225449507,1.265977302208255,1.744314699171889,11.630015600310863,0.7458750102187732,1.0890094733027216,2.851239206450132,86.51380837973483,2.6944553762325043,1
31,12.0,4.0,2.5,3060.0,24114.83772166257,3060.0,2005.0,47.5521,-121.989,4.0,9.586881738673782,10.526315789473683,2014,2.0,0,0,B,0,0,4,0.3870288527395871,0.033254687358607815,1.3702831869493057,1.1682356884109237,2.88188023997296,2.9885826519923153,-0.4657265253689486,3.3061290708157336,3.5911302630009483,8.219003927175597,1.3016020982651053,1.170211635251248,3.7178682478086444,3.1435519326721573,1.121604382043528,1
32,9.0,3.0,2.0,2460.0,19586.562410374136,2460.0,1955.0,47.3811,-122.325,3.0,9.319425573238789,10.526315789473683,2014,1.0,1,1,B,0,0,3,0.988097825729329,0.6210381825297936,1.2654232491907427,1.0871706721689194,2.305524191978368,2.322006595785851,-0.6799746927573579,2.5687248171021873,1.8811158520481157,2.655522730161417,0.24850297354761453,1.0890094733027216,3.400039822622104,133.68025435248046,8.5890056636965,0
33,7.0,3.0,1.0,1300.0,10687.593844270204,1300.0,1959.0,47.524,-121.821,3.0,9.607107327847928,10.526315789473683,2014,1.0,0,0,CD,0,0,3,0.3135169258155621,0.6226143480691356,1.1776128516592166,1.0871706721689194,1.1528120959891839,1.0332928871200198,-1.3139957707534924,1.1430765932559972,2.0179170049243425,7.094539209692984,1.5834465673359177,1.0890094733027216,3.7419030915941067,1.353097946079211,8.636020171733579,0
34,12.0,3.0,2.5,1860.0,14930.982616572332,1860.0,1993.0,47.6775,-122.165,3.0,8.739319733445456,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.20176535317329514,0.5572141632227624,1.3702831869493057,1.0871706721689194,2.88188023997296,1.6554305395793865,-0.961869778040665,1.8313205633886405,3.1807268043722683,14.244858089630396,0.8844550352391023,1.0890094733027216,2.710677791265813,0.2318457524111954,6.885622723409356,1
35,8.0,2.0,1.0,870.0,7404.235629412258,870.0,1949.0,47.5186,-122.375,2.0,8.58983907791091,10.526315789473683,2014,1.0,0,0,B,0,0,2,0.5858795421386628,0.8467851366386245,1.223878843633215,0.9823783876237229,1.1528120959891839,0.5555800468387202,-1.7094025475173222,0.6146035447612888,1.6759141227337757,6.887920962953615,-0.07688942858536232,0.9840398875625141,2.53304419187906,16.516387996744832,18.77136308147717,0
36,7.0,4.0,2.5,3080.0,24263.59802251056,3080.0,2008.0,47.7066,-122.112,4.0,9.247987416621273,10.526315789473683,2014,2.5,0,0,B,0,0,4,0.8384699737422034,0.19913722624419117,1.1776128516592166,1.1682356884109237,2.88188023997296,3.010801853865864,-0.45941104857292797,3.3307092126061852,3.693731127658118,15.878588666410032,1.0293134605832153,1.170211635251248,3.315147119628898,69.30574991334262,1.992272381129297,1
37,7.0,4.0,2.0,2220.0,11267.789348902716,1140.0,1963.0,47.492,-122.166,4.0,9.224028039134652,10.526315789473683,2014,1.0,0,0,A,1,0,4,0.053227835846111016,0.3887826547197185,1.1776128516592166,1.1682356884109237,2.305524191978368,2.0553761733032654,-1.2578879256870077,0.9464354589323847,2.154718157800569,5.914699543608139,0.8815096468203243,1.170211635251248,3.286675271905225,0.0011134339167118425,3.8423792010127644,0
38,12.0,3.0,2.5,1770.0,11750.472946037478,1350.0,1976.0,47.7358,-122.17,3.0,8.719593405792153,10.526315789473683,2014,1.0,0,0,CD,1,0,3,0.12349528419090294,0.4487634989593403,1.3702831869493057,1.0871706721689194,2.88188023997296,1.5554441311484168,-1.21349541579939,1.2045269477321259,2.5993219046483054,17.607060861476956,0.8696405657808733,1.0890094733027216,2.6872362391050473,0.03247684441812446,4.729543793132138,0
39,8.0,3.0,1.0,940.0,7950.6076276250205,940.0,1942.0,47.5117,-122.378,3.0,8.673545423958956,10.526315789473683,2014,1.0,0,0,CD,0,0,3,0.017361132433300952,0.7410622843839372,1.223878843633215,1.0871706721689194,1.1528120959891839,0.6333472533961411,-1.6317887986334654,0.7006340410278693,1.4365121052003793,6.6283521458866135,-0.10023424158719674,1.0890094733027216,2.632515655172123,1.2302290398517855e-05,13.015918595536112,0
40,6.0,3.0,2.5,2270.0,18067.242345848423,2270.0,1998.0,47.4815,-122.47,3.0,8.552939787314614,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.07469162009614194,0.9770714154933812,1.125144636391203,1.0871706721689194,2.88188023997296,2.1109241779871373,-0.7635361631120441,2.3352134700928975,3.3517282454675517,5.550928167883089,-1.3887827386382274,1.0890094733027216,2.4891953488297807,0.004331549925799303,29.47565061286275,1
41,12.0,2.0,1.0,710.0,6187.404115224453,710.0,1942.0,47.5122,-122.374,2.0,8.575200462773182,10.526315789473683,2014,1.0,0,0,A,0,0,2,0.4955986335077719,0.0706600770129695,1.3702831869493057,0.9823783876237229,1.1528120959891839,0.3778264318503297,-1.9075357322626236,0.41796241043767646,1.4365121052003793,6.64699394376866,-0.06922738020853984,0.9840398875625141,2.51564856374475,8.455105165728519,1.2767394909242782,0
42,6.0,29.0,3.0,3190.0,17304.14920424956,1890.0,2013.0,47.509,-122.24,28.817420156072338,9.106220631431114,15.789473684210526,2014,1.0,0,1,B,1,0,>6,0.8233623320849993,0.06233475587336168,1.125144636391203,1.9169462945488984,3.458236287967552,3.1330074641703827,-0.8082960596082375,1.868190776074318,3.8647325687534013,6.5281387863820335,0.6352509305039137,1.9171593079159504,3.1466802083970524,64.44323539037481,1.2404518775514435,1
43,7.0,4.0,3.0,2180.0,17420.655681840813,2180.0,1968.0,47.5338,-122.033,4.0,9.312432189443657,10.526315789473683,2014,2.0,0,0,CD,0,0,4,0.5509731202284066,0.6915709670995598,1.1776128516592166,1.1682356884109237,3.458236287967552,2.0109377695561674,-0.8013313327736632,2.2246028320358655,2.3257195988958523,7.477311897717973,1.2124768548495461,1.170211635251248,3.3917293162828055,12.917381299791312,10.965625627591157,0
44,8.0,3.0,2.0,2100.0,16747.442065205592,2100.0,2010.0,47.6907,-121.917,3.0,9.188633383242037,10.526315789473683,2014,1.0,0,0,B,0,0,3,0.1912942362736647,0.31117079239227663,1.223878843633215,1.0871706721689194,2.305524191978368,1.9220609620619722,-0.8422624093524542,2.1262822648740594,3.7621317040962317,14.974943440792753,1.4322189488947494,1.0890094733027216,3.2446144440156406,0.187304298787243,2.936715254026575,0
45,6.0,3.0,1.0,1320.0,10828.89706014103,1320.0,1967.0,47.2787,-122.205,3.0,9.141172898520807,10.526315789473683,2014,1.0,0,0,CD,0,0,3,0.23390540980936558,0.3776395634727655,1.125144636391203,1.0871706721689194,1.1528120959891839,1.0555120889935685,-1.3000382736283258,1.1676567350464486,2.2915193106767955,0.7896859844364431,0.7592973981252849,1.0890094733027216,3.1882153286951733,0.41894402161607425,3.6969157829177806,0
46,8.0,5.0,2.5,2990.0,23562.40673544391,2990.0,2015.0,47.7384,-122.348,5.0,8.758033051276072,10.526315789473683,2014,2.0,0,0,B,0,0,5,0.6900104673782236,0.7690225030786606,1.223878843633215,1.2352555299023709,2.88188023997296,2.9108154454348942,-0.4895348530847691,3.2200985745491533,3.933133145191515,17.765294649120925,0.11180335421653818,1.2373448560784768,2.7329155449793867,31.78142186941705,14.339389006776383,0
47,10.0,3.0,1.5,1050.0,7285.182774922836,800.0,1950.0,47.6578,-122.39,3.0,8.437583293008089,10.526315789473683,2014,1.0,0,0,CD,1,0,3,0.1297762128442541,0.0808927036001651,1.3032372040910134,1.0871706721689194,1.7291681439837758,0.7555528637006594,-1.7271444241869847,0.5285730484947084,1.7101144109528323,13.189193998036778,-0.1994776648291551,1.0890094733027216,2.352112799766636,0.03961481133981242,1.322797908075706,0
48,5.0,4.0,2.0,1640.0,13367.644378939322,1640.0,1907.0,47.6662,-122.365,4.0,8.982032881392684,10.526315789473683,2014,2.0,0,0,B,0,1,4,0.5622194489838405,0.08567187918536623,1.0641002485603581,1.1682356884109237,2.305524191978368,1.4110193189703495,-1.0776728582626576,1.5609390036936734,0.23950201753339662,13.634355322720559,-0.0027891701946467107,1.170211635251248,2.999103139242639,14.005093070722754,1.3448752587615964,0
49,8.0,3.0,2.5,1840.0,14776.430185307616,1840.0,1994.0,47.267,-122.312,3.0,8.8172712719863,10.526315789473683,2014,2.0,0,0,B,0,0,3,0.6335138713848985,0.9595913035219658,1.223878843633215,1.0871706721689194,2.88188023997296,1.6332113377058375,-0.9727389735871199,1.806740421598189,3.214927092591325,0.6463922008020138,0.3182310578811407,1.0890094733027216,2.8033105959536764,22.580864704881115,27.744124661642736,0
50,9.0,3.0,2.0,1720.0,8833.516441572421,860.0,1906.0,47.6782,-122.314,3.0,9.038769159529608,15.789473684210526,2014,1.0,0,0,A,1,0,3,0.2895871338801316,0.7384364093025101,1.2654232491907427,1.0871706721689194,2.305524191978368,1.4998961264645447,-1.5178565844412397,0.6023134738660629,0.20530172931433976,14.283116628908695,0.30781505873433584,1.0890094733027216,3.0665250358434375,0.9847632484966214,12.898082915413656,1
51,5.0,2.0,2.5,2220.0,17681.69779330874,2220.0,2000.0,47.6364,-122.28,2.0,8.692759943863194,10.526315789473683,2014,2.0,0,0,B,0,0,2,0.7411129836371696,0.03468681650201744,1.0641002485603581,0.9823783876237229,2.88188023997296,2.0553761733032654,-0.7859001946886938,2.273763115616769,3.420128821905665,12.088480495740892,0.47163092538933776,0.9840398875625141,2.6553490065437293,42.297530316502275,1.1271813819856162,1
52,9.0,2.0,2.0,1300.0,6823.475498520656,650.0,1939.0,47.4989,-122.329,2.0,8.739431758698629,10.526315789473683,2014,1.0,0,0,B,1,0,2,0.11415668034769522,0.029837746960347022,1.2654232491907427,0.9823783876237229,2.305524191978368,1.0332928871200198,-1.7990916809940838,0.34422198506632173,1.3339112405432092,6.160035071915944,0.22603189034754043,0.9840398875625141,2.7108109151731994,0.02370283918276601,1.1084093292320447,0
53,9.0,4.0,2.5,2095.0,12061.61696129761,1295.0,1910.0,47.5838,-122.39,4.0,9.049729835196048,10.526315789473683,2014,1.5,0,0,A,1,0,4,0.5778230002917736,0.9462875093496547,1.2654232491907427,1.1682356884109237,2.88188023997296,1.916506161593585,-1.1858898722273248,1.1369315578083843,0.3421028821905663,9.586775868348884,-0.1994776648291551,1.170211635251248,3.079550027360756,15.62624682542904,26.494783932197507,1
54,10.0,4.0,2.5,3140.0,24768.521368686088,3140.0,1977.0,47.3863,-122.156,4.0,9.67750483873712,10.526315789473683,2014,2.0,0,0,CD,0,0,4,0.21299598280742804,0.6713741555300119,1.3032372040910134,1.1682356884109237,2.88188023997296,3.077459459486511,-0.4382676613692307,3.40444963797754,2.633522192867362,2.7795660423210684,0.910580274944699,1.170211635251248,3.8255591553329045,0.28798397847003193,10.224798796321899,0
55,10.0,2.0,2.5,1140.0,8623.400337752944,1010.0,1999.0,47.659,-122.346,2.0,8.080371503784647,10.526315789473683,2014,2.0,0,0,B,1,0,2,0.8172396124465485,0.2800084663654594,1.3032372040910134,0.9823783876237229,2.88188023997296,0.8555392721316291,-1.5438168922714328,0.7866645372944496,3.385928533686608,13.25233612393355,0.12446062628266166,0.9840398875625141,1.9276243224032386,62.54729923897418,2.6362684261188587,0
56,10.0,5.0,2.5,2710.0,16706.459588176764,1910.0,1959.0,47.5958,-122.175,5.0,9.334256766550569,10.526315789473683,2014,1.0,0,0,A,1,0,5,0.4045356312652838,0.7281924633769488,1.3032372040910134,1.2352555299023709,2.88188023997296,2.599746619205211,-0.844809062204584,1.8927709178647694,2.0179170049243425,10.131999501285785,0.8546033234194202,1.2373448560784768,3.4176642987909505,3.752358186156283,12.448497346349908,1
57,9.0,3.0,2.0,2660.0,16873.450967288685,1940.0,1910.0,47.5829,-122.382,3.0,9.392025409904363,10.526315789473683,2014,1.5,0,1,B,1,0,3,0.5851728272025271,0.8657721365949538,1.2654232491907427,1.0871706721689194,2.305524191978368,2.544198614521339,-0.8344725923601571,1.9296411305504468,0.3421028821905663,9.546491939925417,-0.13223337778613192,1.0890094733027216,3.4863129945966267,16.436819896680397,20.04724690755322,1
58,5.0,4.0,2.5,2560.0,20299.97144890701,2560.0,1992.0,47.5717,-121.991,4.0,9.426294398475193,10.526315789473683,2014,2.0,0,0,B,0,0,4,0.26744562501992264,0.4488585425302989,1.0641002485603581,1.1682356884109237,2.88188023997296,2.433102605153595,-0.643023534112894,2.691625526054445,3.146526516153212,9.052276009393793,1.2977187041124543,1.170211635251248,3.527036148809535,0.7162758657437925,4.731100886795707,1
59,9.0,4.0,2.5,2500.0,19826.309504542536,2500.0,2001.0,47.6922,-122.174,4.0,8.94792912947861,10.526315789473683,2014,2.0,0,0,B,0,0,4,0.7491904408373677,0.728938672680254,1.2654232491907427,1.1682356884109237,2.88188023997296,2.3664449995329484,-0.6674040117288326,2.61788510068309,3.4543291101247218,15.059062117734543,0.8576289158005959,1.170211635251248,2.958576342090015,44.17231110099215,12.480711013683866,1
60,10.0,4.0,2.5,2540.0,20121.55680046202,2540.0,2009.0,47.7073,-122.112,4.0,8.99987829345946,10.526315789473683,2014,2.0,0,0,B,0,0,4,0.4234654591567081,0.8180333032898621,1.3032372040910134,1.1682356884109237,2.88188023997296,2.4108834032800464,-0.652137310220477,2.6670453842639934,3.727931415877175,15.918980157148805,1.0293134605832153,1.170211635251248,3.0203095272306064,4.50587025522078,16.99218764000625,1
