,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_log,Densidad_raiz4,pH_sqrt,Sulfatos_sqr,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_ident,aleatorio2_log,Beneficio
20,0.19,0.26,54.0,0.039,0.98998,3.32,0.44,12.1,1,2.9,R,**,1.0,7.6923076923076925,0.09536019376790106,0.07239678724785215,8.536818271917417,19.629173032280775,20.726341836726174,1.1156540392663645,1.3119626341028041,1.8024885350463609,8.861644814903817,1.8446048633630612,0.9649150833430776,1.6592780706471146,0.3287748043792105,-1.377044115871616,433
21,0.36,0.26,13.2,0.051,0.9976,3.0,1.62,10.8,2,1.28,B,*,1.0,0.0,0.46741874225610625,0.2547473806455157,9.881707349027474,19.629173032280775,11.082355665580957,1.1280504885048614,1.3439831931254627,1.663626039001601,18.05842541836957,1.7427027242777287,1.3645593560288818,0.03606766928178346,1.6148091452304247,-0.11599610995680534,583
22,0.28,0.64,-47.1,0.512,0.9972,3.98,-1.06,9.2,3,1.0,B,**,2.0,0.0,0.7988876741241997,0.7047421102684461,9.236569311403342,30.696318692092238,2.3122408856528254,1.5155489151669808,1.3423585021410047,2.059532384842613,1.8470217103163553,1.6084463870423094,1.6712221139600012,1e-08,2.7605439523992312,0.9023067515568055,604
23,0.28,0.35,2.1,1.027,0.95511,3.26,2.14,9.2,2,1.32,M,Desc,3.0,0.0,0.9646750287199263,0.6105359582850114,9.236569311403342,21.821923041342732,8.976768011530575,1.82220763650938,1.122896125409079,1.7772784450457697,23.139542629100486,1.6084463870423094,1.3645593560288818,0.04710259143253005,3.333594167628302,0.7587471004519345,511
24,0.44,0.22,4.3,-0.923,1.02618,3.26,0.53,9.1,2,1.31,M,*,1.0,7.6923076923076925,0.5797945758862345,0.44544298432972085,10.548621493603738,18.726712867722608,9.376481148734909,-9.210340371976182,1.4473170153586186,1.7772784450457697,9.44898095156685,1.5996812861202965,1.3645593560288818,0.04420599215899484,2.0032404330407876,0.44329918084115966,591
25,0.23,0.42,-3.8,0.094,0.99699,3.49,0.9,15.4,2,1.0,M,*,1.0,7.6923076923076925,0.6839255200252459,0.603564502745964,8.84441621719989,23.695387234266697,7.947793086427041,1.1712502124206687,1.3415031724234174,1.8720744165042773,12.061567454116554,2.080988389011276,1.3645593560288818,1e-08,2.3631729507914807,0.74725721612654,285
26,0.19,0.41,-36.7,0.046,0.9954,3.14,1.65,9.8,2,3.32,M,*,1.0,0.0,0.7930824372540076,0.6836251268418593,8.536818271917417,23.41821007037371,3.3580708530693357,1.1229039637621747,1.33497338709807,1.7257537992789638,18.334467259708386,1.660065407429868,1.3645593560288818,2.4738635065105625,2.7404779332144056,0.8718715302552429,436
27,-0.06,-1.57,-41.4,0.04,0.99977,2.51,0.49,16.7,3,5.42,R,***,3.0,7.6923076923076925,0.297102308146566,0.26712330983422783,6.737672344685519,2.2790367864100087,2.8613408335002792,1.116692966369616,1.3526960786141489,1.4250054646767094,9.18561620109484,2.1670410683550476,1.6712221139600012,8.978795186196773,1.0261039966289662,-0.06850416097401772,623
28,0.54,0.03,48.9,0.094,0.9982,4.0,0.8,9.2,5,1.13,M,*,1.0,0.0,0.9275794499997052,0.7374237482721018,11.412886824725508,14.975088778189058,19.357087110904008,1.1712502124206687,1.3464092372577194,2.0668226161909953,11.324055682574064,1.6084463870423094,2.1575230219663686,0.007784241122098817,3.2053719071217244,0.947656149609547,334
29,0.24,0.06,1.8,0.88,0.97646,4.22,-1.11,12.2,2,3.1,MM,*,3.0,0.0,0.20126880984076,0.9762506788094788,8.922166332698326,15.513141168454158,8.922936235746462,1.743831526249564,1.248589596323972,2.1453807669531684,1.7033515562015489,1.8522112905304917,1.3645593560288818,2.0269551493242983,0.6948519119074663,1.2283111931631938,186
30,0.24,0.84,6.4,0.048,0.9944,2.46,0.55,10.5,2,2.17,B,****,3.0,0.0,0.4113456695839993,0.6333348005035142,8.922166332698326,38.840834652261144,9.766147222708337,1.1249657531527075,1.3308170032660043,1.398368823987707,9.582059207309248,1.7183288674543937,1.3645593560288818,0.629253682700734,1.4209904644169093,0.7954265818189687,1155
31,0.17,0.3,56.0,0.034,0.99152,3.55,0.49,5.7,2,1.49,M,***,2.0,0.0,0.2849974331279449,0.6551630138516322,8.38506080930294,20.57512370979586,21.27607616460334,1.1104431512661783,1.318623870852697,1.896024490527244,9.18561620109484,1.2660628266718936,1.3645593560288818,0.11040739013918427,0.9842630416800376,0.829327064971895,361
32,0.24,-1.0,43.6,0.043,1.03256,4.02,0.07,10.1,2,1.35,B,***,2.0,0.0,0.6746405158540768,0.561941106658396,8.922166332698326,4.456847487641403,17.983711865642924,1.1198032871192207,1.467599263546428,2.074087223185582,6.645023082668589,1.6852821263584354,1.3645593560288818,0.056343864196530126,2.3310789852917235,0.6757649685044249,893
33,2.73,0.33,-16.8,0.037,0.99082,4.14,0.58,16.9,2,1.32,R,***,3.0,7.6923076923076925,0.9593923073150152,0.20617362403192752,38.87227835563933,21.31438440173779,5.90154641938533,1.1135729413335542,1.3156085753243882,2.1171514600708683,9.783421441555847,2.1799784672306584,1.3645593560288818,0.04710259143253005,3.3153342427657484,-0.3278242523907244,517
34,-0.46,-0.09,3.3,0.096,1.00573,3.6,1.18,18.2,4,2.65,R,*,2.0,0.0,0.08259451815776153,0.6771751801192843,4.30136603357969,13.003134370846709,9.193714061324759,1.1732147887549575,1.3757976200708972,1.9157541792037978,14.250368486002687,2.262268868708353,1.9297524380738358,1.251382498243853,0.2846497673776036,0.862387691526587,356
35,1.45,-1.04,1.6,0.045,0.99534,4.19,-1.09,6.9,5,2.0,R,Desc,1.0,0.0,0.6588377795692605,0.5394012439353127,20.84132789259809,4.251941895821869,8.887138326704703,1.1218714727568344,1.3347250970579152,2.1348385211387613,1.7601216775942732,1.3929644055007628,2.1575230219663686,0.45969804490010674,2.2764562340492973,0.6348055866166883,363
36,-0.88,0.26,6.8,0.298,0.96461,4.35,0.32,5.6,1,1.39,R,Desc,1.0,7.6923076923076925,0.5953604300418175,0.7128594741390256,2.3291577845994014,19.629173032280775,9.841268746846458,1.3540581114564243,1.183799944221755,2.1904776127599757,8.107843456654102,1.2549085696792626,0.9649150833430776,0.06995233608311684,2.057044392310375,0.9137639166058905,513
37,0.19,-0.65,12.8,0.053,0.99778,4.02,1.89,2.7,3,3.66,MB,***,2.0,0.0,0.8900103959285763,0.2346811221932229,8.536818271917417,6.727934051772959,11.002629137616418,1.1301017049509028,1.344712385755851,2.074087223185582,20.61817953776428,0.8713943976760776,1.6712221139600012,3.2520407495442663,3.075513061289293,-0.19814041314226538,837
38,0.845,0.01,-25.6,0.172,1.00888,3.32,0.5,11.0,4,1.46,B,*,1.0,0.0,0.8498969789514367,0.927782147213934,14.259044023026764,14.626795175831194,4.688938566509094,1.2451452505495497,1.3875517371009058,1.8024885350463609,9.251108418586243,1.758764313618218,1.9297524380738358,0.09730579277142398,2.936859529550535,1.177372885041147,338
39,0.18,0.31,32.1,0.216,0.96244,3.84,-0.21,10.8,3,1.95,M,***,2.0,0.0,0.6280872852919476,0.5431604962767217,8.460769414774614,20.81865019706756,15.177513652093776,1.284540459580468,1.1707099502072256,2.0077597132460547,5.179288153095853,1.7427027242777287,1.6712221139600012,0.41488392664574275,2.1701659961298567,0.6417545234658556,457
40,-0.83,-0.43,2.4,-0.137,0.992,3.25,0.17,10.4,1,2.09,M,Desc,1.0,0.0,0.2223545945897829,0.822548284809237,2.532471201327324,8.715738879926072,9.030761681980463,0.9136037188343425,1.3206796084552703,1.7730419143192202,7.212702725932838,1.7101270519762932,0.9649150833430776,0.5461539446636021,0.7677357185051796,1.056942245797145,410
41,0.43,0.35,21.3,0.489,0.95018,3.37,0.5,14.7,2,1.98,B,*,1.0,0.0,0.9467198970495743,0.9462459392746391,10.464066344682761,21.821923041342732,12.758742566520953,1.4993915628743943,1.0869336001981238,1.8232306835481071,9.251108418586243,2.033144297736375,1.3645593560288818,0.44149666012666394,3.2715315809295045,1.1970846823809072,585
42,0.24,0.31,13.1,0.05,0.94955,3.05,0.53,10.4,3,2.02,M,Desc,3.0,0.0,0.9088778749976947,0.9145052955708767,8.922166332698326,20.81865019706756,11.062397051145528,1.1270233003128354,1.082072317762895,1.6860773422657334,9.44898095156685,1.7101270519762932,1.6712221139600012,0.47826707963581244,3.140729211023713,1.1629545550940188,407
43,0.785,0.77,-5.5,-0.541,0.98981,3.85,-0.65,11.1,0,1.13,M,***,2.0,0.0,0.9190795977690621,0.6835893324628202,13.67413574848392,35.769903072841295,7.662929225316716,0.19210995160038952,1.311221055016116,2.011501953124934,3.244502860313091,1.7667403526503078,0.01,0.007784241122098817,3.1759918487809484,0.8718191465180732,595
44,0.15,1.42,38.4,0.038,1.00899,4.72,0.43,12.6,3,4.02,R,**,3.0,0.0,0.9960952887311842,0.901017061955074,8.234664353372976,76.85552692430467,16.68535740947617,1.1146140316709374,1.3879568346856983,2.3140247837457966,8.79754847791881,1.882329651275918,1.6712221139600012,4.191802862633934,3.4421994759517927,1.1480906385081955,714
45,-0.5,0.42,37.1,0.028,0.97409,4.34,2.36,11.3,2,2.03,M,**,1.0,7.6923076923076925,0.5078262420928329,0.6150470675516971,4.087677549528291,23.695387234266697,16.368368850577692,1.1041540301901063,1.2364293170809888,2.187041638998009,25.478620519777508,1.7825853694381313,1.3645593560288818,0.4876894657395136,1.7544791854139463,0.7661122679146172,472
46,-0.42,1.75,3.85,0.546,0.95709,2.05,1.91,11.8,3,4.09,M,Desc,2.0,0.0,0.8799672253088862,0.9452344745417383,4.520498544369123,113.32059117115271,9.294013354234904,1.53896545468022,1.136414256256641,1.1570448024806321,20.814537709796657,1.821595019060148,1.6712221139600012,4.388367214453734,3.040798464996772,1.1960148517496214,163
47,1.4,1.64,15.8,0.057,1.02858,2.02,1.72,9.2,2,1.8,M,***,2.0,0.0,0.676435048133968,0.43822811299239384,20.250127570785292,99.56291173437498,11.607593532867291,1.1341915583655198,1.4550464452933416,1.137378367594888,18.986707525786255,1.6084463870423094,1.3645593560288818,0.2942284454675089,2.3372818534883653,0.42695854466582706,264
48,0.72,0.51,6.3,-0.083,0.95501,3.71,1.03,11.4,3,2.75,R,**,1.0,0.0,0.6948220490737076,0.5234426603544265,13.054307841868711,26.34236887160916,9.7474118124143,0.9800462398918466,1.1222003170369286,1.958459989211882,13.055113446406171,1.790455294655762,1.6712221139600012,1.407647290412729,2.4008372125302455,0.6047566049248961,951
49,1.04,0.19,43.3,0.05,1.01533,3.09,2.89,11.5,3,1.14,M,Desc,1.0,0.0,0.20525967491895092,0.7729484782404463,16.244590987024964,18.07720207484877,17.9074846610936,1.1270233003128354,1.4107284076459026,1.7038253928346228,31.57605721960692,1.7982907787637747,1.6712221139600012,0.00902641556545107,0.7086464868772175,0.9947243290776301,397
50,0.19,1.1,11.2,0.061,0.97994,2.99,-0.38,9.3,3,1.56,R,**,2.0,0.0,0.2434774730800222,0.7470269076328713,8.536818271917417,52.74138015267901,10.686601153149766,1.138264752988075,1.2658258324394942,1.6590993208221783,4.378365042423757,1.617163981424095,1.6712221139600012,0.14419472116709198,0.8407477410119985,0.9605998320169568,532
51,0.22,1.87,59.8,0.047,1.03646,4.23,0.42,8.7,2,1.0,B,**,3.0,7.6923076923076925,0.8963880431295977,0.6411172207372283,8.76700635337258,130.5059122506305,22.34039448997899,1.1239353898292834,1.4795949700853286,2.148883355723179,8.733684787684869,1.5641297790975006,1.3645593560288818,1e-08,3.0975576382723355,0.8076453827089851,747
52,-0.73,1.41,4.0,0.595,0.99787,3.47,1.61,6.0,5,1.0,B,**,1.0,16.666666666666664,0.0508395798729494,0.05389622305186548,2.9646169101177,75.95650819244048,9.321462145401798,1.5717765437378866,1.3450765376688714,1.864022676457221,17.966876764758766,1.2989510266204582,2.1575230219663686,1e-08,0.17488763103691962,-1.6735573858449488,923
53,0.29,0.38,1.2,-0.65,1.03069,3.28,0.36,18.2,1,1.3,M,**,2.0,0.0,0.1716464229777921,0.38805490805051734,9.316020685257413,22.605981020997355,8.815758368175553,-0.1438059141742131,1.461741594382662,1.7857213539092258,8.355388228053615,2.262268868708353,0.9649150833430776,0.041401305376025294,0.5924610196176625,0.3052783201330857,574
54,0.38,0.26,68.4,0.035,0.97228,3.18,0.47,13.6,2,1.27,M,Desc,2.0,7.6923076923076925,0.8711501272653328,0.39670826983381435,10.046394375144779,19.629173032280775,24.845028505888187,1.1114875033985987,1.2268947247526532,1.743097914889452,9.055329706365232,1.9555972346912958,1.3645593560288818,0.03353871997051108,3.0103218345934764,0.32734931785189475,770
55,1.25,1.3,35.15,0.031,0.99296,3.92,-1.05,5.3,2,3.95,MM,**,1.0,0.0,0.45307793271232577,0.6325124785032,18.527564356015972,66.73501296329634,15.898586053587394,1.107303534850483,1.324762521198648,2.0375051893102594,1.8764536813925152,1.220834480909077,1.3645593560288818,3.999742222851857,1.565239598652749,0.7941267294541302,353
56,2.01,1.18,-38.7,-0.286,1.00364,2.53,0.74,17.4,4,1.0,B,Desc,1.0,0.0,0.7997298365148369,0.45057160513114314,28.043921351186437,57.94719174325176,3.1418395366837926,0.7034259634656834,1.3678293854567307,1.4355217368405027,10.892715663699743,2.2119909429559588,1.9297524380738358,1e-08,2.7634549183193355,0.45475451069668354,690
57,0.52,0.36,1.5,0.09,0.98976,4.31,1.29,18.3,1,1.04,R,***,1.0,7.6923076923076925,0.6638440142148938,0.1558360987645535,11.237311745132136,22.080206604480747,8.86926635462812,1.1673094430212423,1.3110027038809833,2.1767011753652508,15.160157333775915,2.268475258219261,0.9649150833430776,0.000740733207385903,2.293760472048408,-0.6082031228171499,878
58,0.25,0.28,7.7,0.871,1.045,1.85,0.42,9.4,2,3.49,R,***,3.0,7.6923076923076925,0.5476922876633934,0.7343463003263258,9.00025669986789,20.096583377782547,10.01134449148475,1.7388274333819624,1.504888749795647,1.0187894037123468,8.733684787684869,1.6258348334444688,1.3645593560288818,2.8496707731406676,1.8922776685989269,0.9434724904255094,465
59,-0.93,0.53,8.0,-0.024,1.00314,2.94,0.35,9.4,2,1.62,M,Desc,3.0,7.6923076923076925,0.8383101624768237,0.8831956630954161,2.134350659649656,26.96963399965941,10.068360195695726,1.047924919527418,1.365902318445276,1.6362778950700554,8.293153065077137,1.6258348334444688,1.3645593560288818,0.17673987775164726,2.8968092634081746,1.1281065711337908,241
60,0.24,1.27,10.3,0.18,0.96793,2.85,1.9,8.1,4,3.49,R,Desc,3.0,16.666666666666664,0.40402731310776885,0.6026596342614771,8.922166332698326,64.42039899508917,10.510859095209431,1.252424418740761,1.2030239322642529,1.5943763602960854,20.716242300404932,1.5092331128436596,1.9297524380738358,2.8496707731406676,1.3956942905075451,0.7457561460930408,683
61,2.73,1.59,4.9,0.028,0.9922,3.68,0.49,16.8,1,1.99,M,****,1.0,0.0,0.45860286896089686,0.32583674775515803,38.87227835563933,93.87436762384453,9.487004839398454,1.1041540301901063,1.3215333397426032,1.9469058542901276,9.18561620109484,2.173519393693868,0.9649150833430776,0.4505513962681026,1.5843367482157602,0.1303820253864772,708
62,-0.74,0.15,1.1,0.414,0.97401,2.77,0.4,11.4,1,2.88,R,**,2.0,0.0,0.9948680427771424,0.3286018396555024,2.91987120671859,17.246094481452428,8.797958349283757,1.444813974349229,1.2360125375220725,1.5561836806555445,8.606655347470186,1.790455294655762,0.9649150833430776,1.6245324375718424,3.4379574542377864,0.13884000666839638,720
63,0.38,1.51,73.7,-0.271,1.01893,4.02,1.98,12.1,3,1.92,R,***,3.0,0.0,0.8023009956849746,0.9656275167953676,10.046394375144779,85.44096030362157,26.454841916362103,0.7266997312759707,1.4231830136915251,2.074087223185582,21.509119684568557,1.8446048633630612,1.6712221139600012,0.3890984055799129,2.772342226518616,1.2173666229184272,678
64,0.63,0.32,6.4,0.034,0.9924,3.23,-0.25,11.8,3,4.54,R,Desc,1.0,0.0,0.7121925530208912,0.8129461553163297,12.219817140616463,21.065059055830158,9.766147222708337,1.1104431512661783,1.3223854196577776,1.7645383383054267,4.984786840939407,1.821595019060148,1.6712221139600012,5.75953280440005,2.4608790115555346,1.0451956810642045,766
65,0.13,1.27,-15.1,0.04,0.9955,4.23,0.41,9.0,3,1.91,M,**,2.0,0.0,0.09311018583386332,0.8026051113853353,8.085628904127518,64.42039899508917,6.151854763501298,1.116692966369616,1.335386896231205,2.148883355723179,8.670053744201994,1.5908678934272051,1.6712221139600012,0.3806870568724344,0.3209975674843246,1.032388931578115,382
66,0.34,-0.95,-21.0,0.028,0.98958,3.2,1.77,13.2,3,4.52,M,Desc,1.0,0.0,0.3929637998258243,0.5493261040652172,9.71838132959468,4.726920929083314,5.305425068204499,1.1041540301901063,1.3102157350719503,1.751705575567722,19.459572832659575,1.926624585389783,1.6712221139600012,5.694639874419219,1.3574528414967444,0.6530480621336954,500
67,0.53,0.38,-40.3,-0.389,0.99062,2.88,0.6,18.3,4,2.54,B,***,1.0,7.6923076923076925,0.1716943091611186,0.7138739915732509,11.324929159093257,22.605981020997355,2.974035112880082,0.5270616923800583,1.3147432426085062,1.6084648277614357,9.918826164808909,2.268475258219261,1.9297524380738358,1.0901071195184313,0.5926265400080968,0.9151866619454837,912
68,1.21,0.34,7.8,-0.399,0.97462,3.21,-0.75,17.5,3,1.19,M,*,2.0,0.0,0.08113861377086762,0.892231581678001,18.081143728913652,21.566660754236345,10.030331737925547,0.5081586643376289,1.2391798937863447,1.7559935833500613,2.8675935529230343,2.2183380027726085,1.6712221139600012,0.016615975140698215,0.27961737920603924,1.1382889246198917,523
69,-0.72,0.15,3.2,0.012,0.99609,2.95,1.5,13.7,3,5.53,R,****,3.0,16.666666666666664,0.3478934154357797,0.2656322534473329,3.009702865187936,17.246094481452428,9.175536288212827,1.0871870641909023,1.3378188158018045,1.6408675727146405,16.975196260610275,1.9627735751120696,1.6712221139600012,9.431249335034401,1.2016653657984153,-0.07410793466361378,756
70,0.19,0.29,-51.1,0.042,0.99304,3.99,-0.75,10.3,2,1.88,B,***,3.0,0.0,0.015653406823637916,0.1177040022071828,8.536818271917417,20.334445877429346,1.96180488353987,1.1187675880637176,1.3251010644223085,2.063180720515546,2.8675935529230343,1.7018857103446032,1.3645593560288818,0.3560044856933934,0.0532653029156709,-0.8894522942419816,572
71,1.53,0.32,1.1,0.115,0.99096,2.25,-0.81,8.9,2,2.25,R,Desc,2.0,0.0,0.9704558662821051,0.7973104694856639,21.80494149439717,21.065059055830158,8.797958349283757,1.1916882529722796,1.3162132937970374,1.280458316689119,2.652615012540172,1.5820054018591534,1.3645593560288818,0.7182358201340721,3.353575849688969,1.0257678032076465,719
72,0.16,0.32,-44.9,0.04,1.0458,3.27,0.96,10.0,3,2.43,M,**,2.0,0.0,0.02124293481104711,0.12280989375496354,8.309692455502395,21.065059055830158,2.5172487048212764,1.116692966369616,1.5071938181656261,1.781504901064225,12.51524156109322,1.67691868693662,1.6712221139600012,0.9399531521514612,0.07258571624891032,-0.8468828053298735,333
73,-0.56,0.42,2.3,-0.139,0.9972,4.15,-0.65,10.9,3,2.11,M,**,1.0,0.0,0.24388221995889126,0.5713638495166024,3.7773523735850025,23.695387234266697,9.012745803534305,0.9110560490709084,1.3423585021410047,2.120700673402957,3.244502860313091,1.7507519378915417,1.6712221139600012,0.5663774042294909,0.8421467637940121,0.6924028386930473,472
74,-2.05,-0.24,1.5,-0.415,0.99238,4.05,-0.01,14.5,2,1.77,M,Desc,1.0,0.0,0.28243698551706353,0.2121426389440857,1e-08,10.899243527166563,8.86926635462812,0.477150322403703,1.3223002857657236,2.0849366736801174,6.207629934133949,2.0192663543391185,1.3645593560288818,0.2725789864771365,0.9754127583874653,-0.2992435309532597,332
75,0.91,-2.16,88.1,0.036,1.04541,3.47,-0.66,9.1,2,2.33,M,Desc,2.0,0.0,0.6515426075711619,0.8402846709061628,14.906517377921043,1.1382945900502708,31.083820572039436,1.1125307659974006,1.5060714194543572,1.864022676457221,3.205765019194287,1.5996812861202965,1.3645593560288818,0.8131003569636162,2.251240198158999,1.0782833949751456,308
